GAL,ra,dec,radvel,z,mag,r20,r50,r80,flux_c,flux_e,rpetro_c,rpetro_e,rhalf_c,rhalf_e,Gini,M20,F(G_M20),S(G_M20),SN_per_pixel,C,A,S,M,I,D,Ao,As,Ser_A,Ser_R,Ser_n,Ser_xc,Ser_yc,Ser_ellip,Ser_theta,flag_morph,flag_sersic,ima_sc_pix2arc,ima_sc_arc2kpc,psf_arcsec,size_image_phy_kpc,zp_ima,eta,petro_extent_cas,snr,area_min,debleding,area_min_deblend,skybox_x,skybox_y,sky_method,nsigma,npixels,dilate_size,mask_stars,fwhm,threshold,roundlo,roundhi,sharplo,aper_stars,aper_fact,aper_center,aper_ellip,aper_pa,dr,View,area_segmap_pix,area_psf_pix,ratio_segmap_psf,flag_area,flag_area_th,SN_gal,bck,ratio_SN_gal,flag_SN,flag_SN_th,perc_SN_flag,perc_20_SN_gal,perc_50_SN_gal,perc_80_SN_gal,flag_image,flag_bck,flag_object,flag_statmorph,index
337r,321.66345546355444,-0.6156525201865649,5000.0,0.0482,nan,7.1767087977165085,14.480849802898051,23.13011294387691,87.89529267479254,87.64133844120181,29.74206994574035,31.242908056027563,14.58997466060753,15.309393310679503,0.4305417273473511,-1.7180249979294369,-0.6382271260655124,-0.13956916463831417,0.1587894856929779,2.5412621438951035,0.03472219593902552,0.02089131787008884,0.006385696040868455,0.01871826885391062,0.0358844226318232,0.014828580671986495,0.16329674659321133,0.0474711246962568,14.370153983370237,0.4938996483781834,319.2234374397607,319.51825084138636,0.1306181225949673,1.7873056925224442,1.0,0.0,0.27,0.34629548650952463,1.2733433,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2662.0,17.5,152.4,0.0,3.0,0.022,0.0023300000466406345,9.5,0.0,3.0,50.0,5.0,9.5,18.1,0.0,0.0,0.0,0.0,337
