GAL,ra,dec,radvel,z,mag,r20,r50,r80,flux_c,flux_e,rpetro_c,rpetro_e,rhalf_c,rhalf_e,Gini,M20,F(G_M20),S(G_M20),SN_per_pixel,C,A,S,M,I,D,Ao,As,Ser_A,Ser_R,Ser_n,Ser_xc,Ser_yc,Ser_ellip,Ser_theta,flag_morph,flag_sersic,ima_sc_pix2arc,ima_sc_arc2kpc,psf_arcsec,size_image_phy_kpc,zp_ima,eta,petro_extent_cas,snr,area_min,debleding,area_min_deblend,skybox_x,skybox_y,sky_method,nsigma,npixels,dilate_size,mask_stars,fwhm,threshold,roundlo,roundhi,sharplo,aper_stars,aper_fact,aper_center,aper_ellip,aper_pa,dr,View,area_segmap_pix,area_psf_pix,ratio_segmap_psf,flag_area,flag_area_th,SN_gal,bck,ratio_SN_gal,flag_SN,flag_SN_th,perc_SN_flag,perc_20_SN_gal,perc_50_SN_gal,perc_80_SN_gal,flag_image,flag_bck,flag_object,flag_statmorph,index
1173r,312.8599652584099,0.05601465561852012,5000.0,0.0136,nan,6.458640988123415,12.981596550827813,23.901720960262587,80.24501194145323,80.47429077706953,28.919006335239203,36.060589442914754,12.600020994789045,15.590789719771493,0.5358043004835974,-1.6251632398840925,-0.18153058736651673,-0.022451432865127463,0.1491503119468689,2.841440137705726,0.21149946668473704,0.11057636166827861,0.02032520325203252,0.6681244940573333,0.12128064049157358,0.29351742337227726,0.35172517716592144,0.06543587837564512,11.33574288332687,0.5683841457766311,320.42604270495747,320.7935674341317,0.31434648649901736,1.2506487656246166,0.0,0.0,0.27,0.34629548650952463,1.367385,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1219.0,20.1,60.5,0.0,3.0,0.03618,0.005640000104904175,6.4,0.0,3.0,50.0,3.9,6.4,12.7,0.0,0.0,0.0,0.0,1173
