Group,Gal,zmemb,ra,dec,logSFR_NUV,logSFR_FUV,RE_g,n_g,RE_r,n_r,RE_i,n_i,RE_z,n_z,e_RE_g,e_n_g,e_RE_r,e_n_r,e_RE_i,e_n_i,e_RE_z,e_n_z,m_g_corrected,m_r_corrected,m_i_corrected,m_z_corrected,ebv,GAL,z,mag,r20,r50,r80,flux_c,flux_e,rpetro_c,rpetro_e,rhalf_c,rhalf_e,Gini,M20,F(G_M20),S(G_M20),SN_per_pixel,C,A,S,M,I,D,Ao,As,Ser_A,Ser_R,Ser_n,Ser_xc,Ser_yc,Ser_ellip,Ser_theta,flag_morph,flag_sersic,ima_sc_pix2arc,ima_sc_arc2kpc,psf_arcsec,size_image_phy_kpc,zp_ima,eta,petro_extent_cas,snr,area_min,debleding,area_min_deblend,skybox_x,skybox_y,sky_method,nsigma,npixels,dilate_size,mask_stars,fwhm,threshold,roundlo,roundhi,sharplo,aper_stars,aper_fact,aper_center,aper_ellip,aper_pa,dr,View,area_segmap_pix,area_psf_pix,ratio_segmap_psf,flag_area,flag_area_th,SN_gal,bck,ratio_SN_gal,flag_SN,flag_SN_th,perc_SN_flag,perc_20_SN_gal,perc_50_SN_gal,perc_80_SN_gal,flag_image,flag_bck,flag_object,flag_statmorph,Group_2,brickid,brickname,objid,type,ebv_2,flux_g,flux_r,flux_i,flux_z,psfsize_g,psfsize_r,psfsize_i,psfsize_z,sersic,sersic_ivar,shape_r,shape_r_ivar,shape_e1,shape_e1_ivar,shape_e2,shape_e2_ivar,mag_g,mag_r,mag_i,mag_z,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z,FUV,NUV
43,3,0.060526,36.23039555650625,-27.2663842386504,0.33412230999135595,0.2624968461332422,11.4189,0.5541,10.9518,0.6592,10.5062,0.7595,10.0237,0.868,0.0058,0.0012,0.0036,7.0E-4,0.0047,9.0E-4,0.008,0.0017,17.55598925361527,16.90341737220098,16.591997537171903,16.400044289021825,0.01437738,494r,0.0166666666666666,,3.816236578034524,8.033656421227226,14.506726802029537,139.77107669287065,138.83735497383282,18.900076209770702,22.49999936012181,9.201793825581731,12.265851809268918,0.5648428915620551,-1.3197701489110871,-0.2494269735724437,0.0487464119477934,0.3573485314846039,2.899670712039783,0.0808644631939918,0.0581300017582712,0.0,0.0,0.2107192311309039,0.3435638726165476,0.92631443654155,0.3042118060892974,10.375893853521957,0.6566172445922454,319.7523646272428,319.67138152381415,0.4949937517808873,0.8452572894192354,0.0,0.0,0.27,0.3462954865095246,1.3069936,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1543.0,18.4,83.8,0.0,3.0,0.0252,0.0021699999924749,11.6,0.0,3.0,50.0,4.5,11.6,59.4,0.0,0.0,0.0,0.0,43,179283,0363m272,324,SER,0.01437738,102.97207,180.49847,229.82228,275.97733,1.4565221,1.3069936,1.105626,1.1558372,0.6972114,968010.9,2.8017924,1190724.4,0.055069186,9448715.0,-0.35172418,1.7869656E7,17.4682,16.858816,16.59652,16.397816,16.698591,17.201504,15.44396,,0.60938454,0.26229668,0.46100044,0.19870377,19.8664,19.5031
43,1,0.060526,36.20420687265285,-27.2753540644782,0.25107103798262465,0.2487017952861521,13.5082,0.6858,13.3445,0.7181,13.1884,0.7489,13.0193,0.7823,0.0186,0.0022,0.0132,0.0013,0.0206,0.0023,0.0338,0.004,18.2128582514599,17.8519599743115,17.60878684032499,17.58280141326579,0.013722445,495r,0.0166666666666666,,6.526525258440548,13.28454929540164,20.817294221128787,68.7630821295686,68.68985600564999,28.097448570640093,29.124665208521968,13.30924334985836,13.969237344059607,0.5075295646196979,-1.5448282633888766,-0.3771626686040044,-0.039276859637553,0.1450532674789428,2.5187112861429792,0.2184531452016133,0.0243887353138933,0.0348837209302325,0.0649059498672219,0.1310505728879687,0.2456186086222598,0.5436540400906704,0.0524731352496245,11.850557192744702,0.4413775965351956,317.5619175850137,320.1733878522878,0.0736372544428672,0.5450956427179943,0.0,0.0,0.27,0.3462954865095246,1.3064394,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2167.0,18.4,117.8,0.0,3.0,0.01727,0.0021399999968707,8.1,0.0,3.0,50.0,4.3,8.1,22.6,0.0,0.0,0.0,0.0,43,179282,0360m272,10448,SER,0.013722445,52.689762,74.443634,84.79965,91.39314,1.4310114,1.3064394,1.1104801,1.1564485,0.69729966,204085.34,3.4381394,228314.36,-0.059270795,1559955.9,-0.08041297,2061369.1,18.195684,17.82043,17.679014,17.597715,18.363697,18.68818,16.323889,,0.37525368,0.14141655,0.22271538,0.08129883,19.9078,19.7127
43,2,0.060465,36.2089162292208,-27.28800563203144,1.086026384151344,1.124999459505558,15.9927,0.4921,15.8982,0.6544,15.808,0.8092,15.7103,0.9769,0.0109,0.001,0.0086,6.0E-4,0.0134,0.0012,0.0215,0.0021,17.557820007123514,17.000474965083452,16.719539559222877,16.589405716072054,0.013799462,496r,0.0166666666666666,,7.26021763795966,13.70318610141472,21.52760736112409,151.67879322558122,151.72965439238655,27.06861478395326,30.95285344384854,13.722606161729797,15.31985017100225,0.4358183475088666,-1.6832392075327458,-0.6362144090109174,-0.1295100858132737,0.2274595648050308,2.3602306207419472,0.0794303846827189,0.0096436629542687,0.0333745364647713,0.0486488938469979,0.0507884825031264,0.1007178904449404,0.146896321063377,0.0980404463206885,14.432827917815164,0.4156138907459087,320.0137246393757,319.336952183886,0.1749582477943706,0.8998081499126432,0.0,0.0,0.27,0.3462954865095246,1.2967265,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2890.0,18.1,159.5,0.0,3.0,0.03332,0.0021500000730156,15.5,0.0,3.0,50.0,5.8,15.5,40.7,0.0,0.0,0.0,0.0,43,179282,0360m272,10608,SER,0.013799462,100.59625,164.31178,200.39569,230.31325,1.4367031,1.2967265,1.0734072,1.1593893,0.77357894,560085.1,3.9704623,306776.38,-0.012448618,3108125.0,-0.082511365,7606465.5,17.493546,16.960829,16.74528,16.594202,17.006382,17.621103,15.202685,12.484599,0.53271675,0.21554947,0.36662674,0.15107727,19.5058,19.0922
43,4,0.2141,36.23801027176443,-27.29013761456291,2.2760144531706565,2.3150823744339313,9.5144,3.899,11.409,4.578,13.2166,5.2258,15.1734,5.9271,0.0579,0.0197,0.0435,0.0129,0.0765,0.0177,0.1267,0.0294,18.340361458524455,17.680534390612202,17.196602796428262,17.228484065870074,0.014397512,497r,0.0166666666666666,,4.464285872829862,7.901079813864544,12.666153209092217,89.79870654603567,89.0188125367696,16.192494000903693,18.686772120538723,8.004721783425605,10.160212169678015,0.470752663495656,-1.3722608236762184,-0.6787975648888835,-0.0516991176302949,0.3178061246871948,2.264463699179515,0.595117820391107,0.056372946010437,0.4270833333333333,0.3130862613082638,0.2515463219669437,0.2287107612236803,0.3819849932431311,0.1366241584095352,10.029272260573183,0.3111205540469201,321.7747945231483,317.1629316807888,0.4304635727622243,1.765229493500727,1.0,0.0,0.27,0.3462954865095246,1.2110183,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1082.0,15.8,68.5,0.0,3.0,0.03636,0.0021800000686198,16.7,0.0,3.0,50.0,4.7,16.7,57.9,0.0,0.0,0.0,0.0,43,179283,0363m272,610,DEV,0.014397512,47.421356,75.0883,113.68696,116.10737,1.4124819,1.2110183,1.0293266,1.1589656,4.0,0.0,1.5015529,334704.16,-0.07048863,1082155.9,0.06499855,1108465.1,18.310064,17.81107,17.360723,17.33785,16.92961,16.81441,14.503332,12.221037,0.49899483,0.450346,0.47321892,0.022872925,19.9624,19.3396
45,2,0.025821,40.45548347271463,-20.81498328999302,0.6407257486481779,0.6053889361945544,12.6376,2.2183,13.4793,2.095,14.2824,1.9774,15.1517,1.8501,0.0059,0.001,0.004,7.0E-4,0.0042,5.0E-4,0.0063,7.0E-4,15.189764930315128,14.743408915866384,14.513003942667666,14.48011022032524,0.028673038,859r,0.0166666666666666,,5.417446900828176,12.355378567508197,26.17351937192206,1186.504651214364,1192.1733197603849,32.55647593482945,36.49097548337452,14.633347162992038,16.01634802995704,0.5545098693396995,-2.0138415882596425,0.1804160738954445,-0.0579592101217878,0.4743233025074005,3.420337299340756,0.1180224380968665,0.0180291780996087,0.0288531775018261,0.018253146724002,0.0256263463992734,0.2468011806024435,0.6859196353582363,0.4876598322422517,13.930694447235735,1.5950355855436107,320.1405408655914,319.98602106543206,0.1705755562038822,0.0130170777435719,0.0,0.0,0.27,0.3462954865095246,1.1945624,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,11175.0,15.4,726.9,0.0,3.0,0.026,0.0020800000056624,12.5,0.0,3.0,50.0,5.1,12.5,53.7,0.0,0.0,0.0,0.0,45,213515,0404m207,5554,SER,0.028673038,854.0499,1296.8607,1558.441,1617.1022,1.3767227,1.1945624,1.1399301,1.2889132,2.27736,3726817.0,4.092132,9765600.0,-0.06831116,1.8148629E8,-0.019068811,1.1327873E8,15.171292,14.717767,14.518274,14.478156,14.925564,15.39538,13.364133,12.289783,0.45352554,0.19949245,0.23961067,0.040118217,17.1381,16.6727
45,1,0.01016,40.44927762952605,-20.79883391234892,-0.6552170979910255,-0.6997584487009956,60.4358,1.0373,59.3459,1.1266,58.3059,1.2117,57.1802,1.3039,0.0535,0.0011,0.036,7.0E-4,0.0422,8.0E-4,0.0669,0.0014,15.78196072055505,15.309461441927523,15.077879847158282,14.997374357408633,0.028452681,860r,0.0166666666666666,,21.50191184576859,45.19439370226692,78.01414336746835,727.922614537077,726.1469956752342,100.6150464648204,119.83911782854878,44.86388608314783,52.73456722047791,0.4829637501144142,-1.8313498441121023,-0.3002039949639625,-0.1034235157183122,0.1320888549089431,2.7984813355174576,0.1698940794109948,0.0559701227746034,0.0553608969866853,0.0886573630861047,0.0424625250131821,0.2331955119731061,0.1700499844043791,0.0397090349575068,45.768141613432,0.6121757865414901,321.631477726616,320.7233033096402,0.2600154758176606,2.2902808332215074,0.0,0.0,0.27,0.3462954865095246,1.2195814,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,25745.0,16.0,1606.6,0.0,3.0,0.01621,0.0020699999295175,7.8,0.0,3.0,50.0,4.8,7.8,17.4,0.0,0.0,0.0,0.0,45,213515,0404m207,5289,SER,0.028452681,489.68082,760.2625,932.8359,1005.1548,1.355604,1.2195814,1.0803454,1.2888482,1.1633317,2134564.2,14.149183,121856.63,0.028267102,1.1597059E7,0.11717063,2.6964946E7,15.775217,15.297591,15.075487,14.994417,15.857977,16.547857,,15.598696,0.47762585,0.22210407,0.30317402,0.08106995,17.2533,17.1131
45,3,0.025821,40.46024699097511,-20.81220742929486,0.6690541621897275,0.6741340814560264,38.4492,2.4606,38.0166,2.3253,37.6039,2.1962,37.1571,2.0564,0.0434,0.0025,0.0294,0.0016,0.028,0.0014,0.0412,0.002,15.946274474491863,15.536120846744293,15.29658435640132,15.251723480088385,0.028742889,861r,0.0166666666666666,,24.1934194824504,44.50224644301766,73.03237236265805,1069.2794506479945,1028.3961418063411,91.3049985555785,117.40676638469326,47.37005893313099,62.69735200607722,0.6605143387899745,-1.1645792548341127,0.116599400610414,0.165032678980133,0.2101689428091049,2.3990907638166843,0.7691492612284561,0.1974970246704654,0.3418560606060606,0.1381035480671349,0.4826337200807126,0.7060005244088744,0.9150984601485304,0.1730755891985647,33.07807627148612,1.4576111883211689,322.04057187432755,318.9628933236421,0.765640241485017,2.7859590796323013,0.0,0.0,0.27,0.3462954865095246,1.1857935,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,18278.0,15.1,1206.6,0.0,3.0,0.02018,0.0020800000056624,9.7,0.0,3.0,50.0,4.8,9.7,35.4,0.0,0.0,0.0,0.0,45,213515,0404m207,5775,SER,0.028742889,423.6793,624.7974,755.8292,794.38965,1.3528141,1.1857935,1.1325254,1.2846131,2.0396678,1631881.0,8.533699,1416247.6,-0.42446798,1.1076556E8,0.50868905,1.30046784E8,15.932407,15.510652,15.303941,15.249916,15.468218,15.819791,13.573606,11.854317,0.4217558,0.20671082,0.2607355,0.054024696,17.9027,17.3259
45,4,0.025821,40.47213910499156,-20.81537556564252,-0.7152237638983827,-0.7651578652412017,29.1698,1.3377,29.8624,1.3001,30.5232,1.2643,31.2385,1.2254,0.0785,0.0038,0.0532,0.0024,0.0602,0.0025,0.0941,0.0041,17.547335646214908,17.174682187189102,16.938915752019774,16.910528611763276,0.028978743,862r,0.0166666666666666,,9.56560674981258,19.61284963800131,36.488959588677815,136.71170622470268,138.96489377017062,44.55127039628515,62.889529332300185,25.381790726424864,31.43914901446157,0.5524083543454281,-1.6420185575631416,-0.0876597855988734,-0.0083563086993028,0.1137197464704513,2.90724478897032,0.1133428343839117,0.0054334135352711,0.0528735632183908,0.5927737075976042,0.1055368628723724,-8.145155194474E-4,0.7087077344549477,0.0367756619143448,21.5074109651299,0.7869527220969984,319.809042573472,321.20072332015013,0.4139316414339489,0.20080020456574,0.0,0.0,0.27,0.3462954865095246,1.1945624,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,4462.0,15.4,290.2,0.0,3.0,0.01435,0.0020200000144541,7.1,0.0,3.0,50.0,4.2,7.1,17.1,0.0,0.0,0.0,0.0,45,213515,0404m207,6338,SER,0.028978743,96.53285,138.12267,165.99825,172.27869,1.3767227,1.1945624,1.1399301,1.2894974,1.2013637,274380.72,7.174485,76917.32,-0.24934511,3839461.5,-0.1733497,2824853.5,17.538313,17.149338,16.949741,16.909422,17.712488,18.497856,20.21721,15.985425,0.38897514,0.1995964,0.23991585,0.040319443,20.1531,19.7776
47,3,0.069815,43.45430953410411,-41.95596963694773,0.41995123187586714,0.4166763255884547,14.7746,0.3857,14.9171,0.4442,15.0531,0.5001,15.2003,0.5605,0.0198,0.0021,0.0168,0.0014,0.0247,0.0024,0.0381,0.0042,18.54394536757439,18.277783120467475,18.02281658139765,18.033034963373712,0.013942841,157r,0.0166666666666666,,7.66922610937964,13.20296627269962,20.133218425258605,52.53570239762889,52.56629788129168,25.28185885819632,30.097759460519494,13.263673929765734,14.923018942770058,0.4629400653983858,-1.3235435180586583,-0.7512310182633404,-0.0526618842657516,0.1359358131885528,2.095808315479156,0.1974163160112296,-0.0089403949069002,0.1289198606271777,0.2385739844214975,0.3235397062789909,0.0429449882379704,0.4431591702748028,0.0382954215261176,13.567870879073476,0.2814018609620663,322.6157632567697,319.00909883841103,0.2075727932921313,1.1815710112547309,0.0,0.0,0.27,0.3462954865095246,1.252606,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1853.0,16.9,109.6,0.0,3.0,0.01995,0.0021500000730156,9.3,0.0,3.0,50.0,4.4,9.3,19.6,0.0,0.0,0.0,0.0,47,109505,0434m420,6651,SER,0.013942841,38.115734,50.015568,55.781418,59.89707,1.4696363,1.252606,1.3707391,1.1902815,0.5,158072.4,3.7300723,81884.51,0.13301949,1306686.8,-0.12263422,1165203.4,18.54724,18.252237,18.133776,18.056486,18.806341,19.492975,,,0.29500198,0.11846161,0.19575119,0.07728958,19.7993,19.5954
47,2,0.069815,43.45328850894474,-41.96649072958697,0.1844598990638069,0.30393558981725377,9.2386,0.5126,9.2759,0.5939,9.3115,0.6715,9.3501,0.7556,0.0182,0.0038,0.0146,0.0023,0.0223,0.0041,0.0353,0.0072,18.98895315751832,18.75479540321458,18.509021046591567,18.547901011155208,0.014057335,158r,0.0166666666666666,,4.615991839599909,8.584754190272642,12.94118246393449,31.13981820843956,31.33169423258552,16.173848932045463,17.536126396526697,8.572157691374043,9.086769427499284,0.4227606375743105,-1.5403047017769342,-0.7999036856757478,-0.1225693223484265,0.1696337610483169,2.2385446409811616,0.1584784361558515,0.0428402722357276,0.0769230769230769,0.2019105193816575,0.0413839435570878,0.1892189005536785,0.2269560840349299,0.0546671959822309,8.307683192964449,0.4092885861408308,319.9607763410191,319.6960179176182,0.1487952150622667,0.6273786113668839,0.0,0.0,0.27,0.3462954865095246,1.1813755,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,912.0,15.0,60.7,0.0,3.0,0.0217,0.0021500000730156,10.1,0.0,3.0,50.0,4.6,10.1,24.5,0.0,0.0,0.0,0.0,47,109505,0434m420,6610,SER,0.014057335,25.17652,32.2253,35.312145,37.251266,1.4991484,1.1813755,1.3707391,1.2177883,0.5977842,59357.15,2.4247231,119503.91,0.0059752422,410213.1,-0.16448008,985253.2,18.99751,18.729507,18.63019,18.572147,19.260033,19.869776,17.27247,,0.26800346,0.09931755,0.15736008,0.058042526,20.0928,20.1872
47,1,0.069815,43.43166948705896,-41.97722464626543,0.27270105909699893,0.28649102060743203,9.7277,0.5217,9.7946,0.5695,9.8584,0.615,9.9274,0.6643,0.0077,0.0018,0.0049,0.001,0.0063,0.0013,0.0105,0.0023,18.152342401120787,17.625668224134014,17.265936090046658,17.15677343365229,0.013843811,159r,0.0166666666666666,,4.720894887055785,8.464737451374198,13.24916317617332,88.13227522210026,88.05336830372121,16.93829055344318,19.924077650515127,8.564520742064044,10.361230704424877,0.4138563538540935,-1.4883129434394105,-0.8800101786187255,-0.1241577088225254,0.2872991859912872,2.240820590562548,0.2127636559203161,0.0269588832407283,0.008130081300813,0.0,0.156411420768084,0.1601275621151953,0.1921041491414453,0.1508397105484898,9.889713363276131,0.4577708031293919,319.92289465398113,319.5784509706385,0.3569824003132855,0.7038344016832973,0.0,0.0,0.27,0.3462954865095246,1.2533303,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1300.0,16.9,76.8,0.0,3.0,0.0329,0.0021500000730156,15.3,0.0,3.0,50.0,5.0,15.3,56.1,0.0,0.0,0.0,0.0,47,109505,0434m420,5871,SER,0.013843811,57.873615,92.11478,121.01957,136.14496,1.4991484,1.2533303,1.3707391,1.1906564,0.57848746,545486.44,2.5496204,2004788.5,-0.036924087,4557819.0,-0.21172564,7625047.5,18.093798,17.589176,17.292862,17.164995,17.380716,17.913525,15.729275,,0.5046215,0.29631424,0.42418098,0.12786674,20.1271,19.9749
47,4,0.069815,43.46510686074172,-41.97949312861047,1.1100660291870579,1.1414169097950104,12.3535,0.6736,12.7015,0.8016,13.0336,0.9237,13.3931,1.0558,0.0057,9.0E-4,0.0036,6.0E-4,0.0054,8.0E-4,0.0092,0.0014,17.215096985305124,16.619792678947324,16.310037965344314,16.158511589340833,0.014092954,160r,0.0166666666666666,,5.929001988911889,12.028461188787904,19.194271247555868,194.8409537786041,194.1498821439716,23.897212293430016,25.11415116380832,12.274150561270003,13.162732989972609,0.5592066482993693,-1.7379293017394466,0.0124579151873143,-0.0149575911254075,0.2947545349597931,2.550950158982172,0.2039843634266084,0.0283621272659923,8.795074758135E-4,0.0677787841767579,0.1365321924091802,0.2022242592653083,0.3006357189252592,0.1918991138985814,11.227508220651284,0.6963370430370243,318.4986570287215,319.83844346219826,0.1808797564433008,1.6485983613528628,0.0,0.0,0.27,0.3462954865095246,1.2747599,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2898.0,17.5,165.5,0.0,3.0,0.0229,0.002210000064224,10.4,0.0,3.0,50.0,4.7,10.4,42.0,0.0,0.0,0.0,0.0,47,109505,0434m420,6990,SER,0.014092954,139.63988,233.593,291.85815,342.09543,1.4800231,1.2747599,1.3573266,1.185931,0.8714347,1104803.1,3.339186,1105840.2,0.16219535,1.7501592E7,0.15188694,1.6098907E7,17.137476,16.57885,16.33707,16.16463,16.414543,16.84471,14.608186,12.77536,0.5586262,0.24177933,0.4142189,0.17243958,19.5092,19.0413
48,1,0.0958,45.03859046574656,-36.38120277446424,0.4796555177430353,0.530266130600678,23.3312,1.6755,22.9052,1.9756,22.4987,2.262,22.0588,2.572,0.0638,0.0051,0.0369,0.0027,0.0505,0.004,0.0894,0.0073,17.719708642958384,17.010239480489986,16.643778303504963,16.484972010783576,0.017747942,248r,0.0166666666666666,,6.966198169864276,15.8602782761302,30.239987073774216,131.7997443770517,128.3162587395051,39.72808736760912,45.66719900630653,15.700868168937577,19.751326454347804,0.5170395086822775,-1.9566509051404373,-0.0446953547604027,-0.0871053622190661,0.1517836898565292,3.1879288818186087,0.1824662247440547,0.0354325280157959,0.020242914979757,0.0441994436083117,0.0373377075532542,0.2497662068283086,0.1797447082694117,0.0572977434560655,16.00998957368691,0.817852309838334,320.1827980686773,320.1590850360643,0.3586295678746293,2.3803998098126717,0.0,0.0,0.27,0.3462954865095246,1.2051195,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,3769.0,15.6,240.9,0.0,3.0,0.01692,0.002430000109598,7.0,0.0,3.0,50.0,4.1,7.0,17.8,0.0,0.0,0.0,0.0,48,134069,0451m365,1193,SER,0.017747942,90.89854,163.27734,214.24194,251.98769,1.332155,1.2051195,1.2789575,1.1935889,2.2129877,117664.64,6.7977953,96926.0,-0.06077047,1753098.9,0.20778853,3777180.0,17.603607,16.967686,16.672739,16.496552,16.96026,17.474342,15.765213,16.092117,0.6359215,0.29494667,0.4711342,0.17618752,19.4241,19.5236
48,2,0.0958,45.04357933448144,-36.35840573048463,0.9276487701216816,0.898364392375461,20.8846,0.7379,20.3529,0.8844,19.8456,1.0242,19.2964,1.1756,0.0123,9.0E-4,0.0078,6.0E-4,0.009,7.0E-4,0.0149,0.0012,17.11662738387073,16.272901244026084,15.868502002573079,15.636212845749023,0.017829526,250r,0.0166666666666666,,5.621896487151009,14.876121526306209,26.42672848144402,172.66613429471488,172.3487746279332,34.84975251403021,42.047390411989255,14.923594267141288,21.058111397932816,0.6341359344340707,-1.794050259029525,0.4222497049561111,0.0514215890846259,0.302225649356842,3.360802788473133,0.1257261650052531,0.0575607176493826,0.106267029972752,0.3643387360647138,0.1260303870637543,0.1478900217576093,0.1748829857564935,0.1748504030482457,19.01055639046865,0.4599895782188862,319.6174849100313,321.12777233204207,0.4614465308106573,1.696341924298293,0.0,0.0,0.27,0.3462954865095246,1.2193097,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1974.0,16.0,123.2,0.0,3.0,0.05076,0.0023600000422447,21.5,0.0,3.0,50.0,6.8,21.5,56.9,0.0,0.0,0.0,0.0,48,135229,0450m362,6568,SER,0.017829526,165.68678,326.9228,452.4539,558.26135,1.3592769,1.2193097,1.2657617,1.1838666,0.93572074,1628107.2,5.4236326,622329.94,0.33011475,3.2698216E7,-0.004727669,1.3930766E7,16.95178,16.213886,15.861064,15.632906,15.794824,16.221594,14.736536,14.296562,0.73789406,0.3528223,0.5809803,0.228158,19.519,18.9998
54,1,0.10668,52.93920447662241,-39.61423111947493,0.9450985272727994,0.9825610508723077,7.2215,0.663,7.3642,0.7201,7.5004,0.7745,7.6478,0.8334,0.0124,0.0036,0.0077,0.0021,0.0096,0.0025,0.0162,0.0044,18.319918660623845,17.809004450114706,17.43016889391913,17.38370188357086,0.016788945,629r,0.0166666666666666,,4.232954228210807,7.76874597849013,12.580381418850193,73.035598360464,74.10592374936449,15.899614248772073,19.38545887939586,8.15881401339107,9.653181048179878,0.4641912675102954,-1.4838227208882455,-0.6339640802484832,-0.0737020033682737,0.2532921135425567,2.365251180499373,0.2568532265905858,0.0058467488186362,0.0492040520984081,0.0276754344959617,0.1624385079151535,0.2768290101755686,0.4525822112047329,0.1310149106129887,7.281126590278991,0.5691945438113445,319.3074748221211,320.8302691474683,0.0184925700040377,1.3169516027465482,0.0,0.0,0.27,0.3462954865095246,1.229831,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1294.0,16.3,79.4,0.0,3.0,0.02633,0.0025800000876188,10.2,0.0,3.0,50.0,4.4,10.2,34.8,0.0,0.0,0.0,0.0,54,120459,0528m395,11713,REX,0.016788945,48.782047,75.90883,97.9982,107.65787,1.3705053,1.229831,1.5120718,1.1810064,1.0,0.0,2.0179288,423756.06,0.0,0.0,0.0,0.0,18.27935,17.799269,17.521955,17.419886,17.739744,18.208067,16.170149,14.166007,0.48008156,0.27731323,0.3793831,0.10206985,20.2266,20.073
