GAL,ra,dec,radvel,z,mag,r20,r50,r80,flux_c,flux_e,rpetro_c,rpetro_e,rhalf_c,rhalf_e,Gini,M20,F(G_M20),S(G_M20),SN_per_pixel,C,A,S,M,I,D,Ao,As,Ser_A,Ser_R,Ser_n,Ser_xc,Ser_yc,Ser_ellip,Ser_theta,flag_morph,flag_sersic,ima_sc_pix2arc,ima_sc_arc2kpc,psf_arcsec,size_image_phy_kpc,zp_ima,eta,petro_extent_cas,snr,area_min,debleding,area_min_deblend,skybox_x,skybox_y,sky_method,nsigma,npixels,dilate_size,mask_stars,fwhm,threshold,roundlo,roundhi,sharplo,aper_stars,aper_fact,aper_center,aper_ellip,aper_pa,dr,View,area_segmap_pix,area_psf_pix,ratio_segmap_psf,flag_area,flag_area_th,SN_gal,bck,ratio_SN_gal,flag_SN,flag_SN_th,perc_SN_flag,perc_20_SN_gal,perc_50_SN_gal,perc_80_SN_gal,flag_image,flag_bck,flag_object,flag_statmorph,index,ID,type,CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z,brickid,brickname,objid,mag_g,mag_r,mag_i,mag_z,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z,z_2,stellar_mass,error_stellar_mass,log_SFR,error_log_SFR,survey,band,FUV,fuv_magerr,NUV,nuv_magerr
150r,16.23994232135244,-0.9117301718964954,5000.0,0.0389,,4.886547624898797,9.87843652195472,16.919638054891397,120.6615737176436,121.52384170186228,21.936415473131472,25.90371749334244,10.43093914061893,12.653656722115509,0.4788647215624569,-1.806731355528964,-0.3375547988842666,-0.1040595840716936,0.2510965764522552,2.696944662773025,0.0791592278867925,-0.0126319297519388,0.0031746031746031,0.0,0.0148577899059857,-0.0284490418743875,0.7181986978262744,0.1323386461824235,11.118163519188064,0.6830037293851032,319.9543877428733,320.26424138004563,0.3368932534109118,1.0414255686409362,0.0,0.0,0.27,0.3462954865095246,1.1960522,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2000.0,15.4,129.8,0.0,3.0,0.02901,0.0024200000334531,12.0,0.0,3.0,50.0,5.1,12.0,36.5,0.0,0.0,0.0,0.0,150,9156,SER,0.401836528520348,343.8912,0.0034,343.6344,0.0024,13.5398,0.0164,17.9745,9.0E-4,1.3641,0.0025,0.3720,0.0003,-54.9925,0.0246,343.8912,0.0034,343.6344,0.0024,13.6768,0.01,17.5181,0.0007,1.3951,0.0016,0.3720,0.0003,-54.9925,0.0246,343.8912,0.0034,343.6344,0.0024,13.8074,0.0139,17.3151,0.0011,1.4246,0.0020,0.3720,0.0003,-54.9925,0.0246,343.8912,0.0034,343.6344,0.0024,13.9488,0.024,17.1778,0.0013,1.4566,0.0034,0.3720,0.0003,-54.9925,0.0246,324672,,9156,17.604517,17.20592,17.06345,16.939543,17.54311,17.948614,15.20068,,0.39859772,0.1424694,0.2663765,0.12390709,0.0389,9.294,0.067,-0.433,0.032,MIS,3,19.46696,0.02638861,19.09037,0.01873966
827r,185.06226827587085,8.891961551723256,5000.0,0.1464,,3.4984317573593264,7.09029432196688,12.474270480357028,82.24910096888804,82.26082612145387,15.777599182868174,16.063640034794453,7.267870009375788,7.390017230550551,0.4972551360315584,-1.7734236599210085,-0.2696044803185273,-0.0812233040577773,0.2724264860153198,2.760708749724444,0.064279141605053,-0.0021990498905941,0.0014970059880239,0.0,0.0478464333223004,0.0929273004485532,0.2225786960429059,0.1695954075353468,6.301167144975647,0.9529805581971518,319.7884550893842,319.56987631449306,0.018499710389098,2.406486731690608,2.0,0.0,0.27,0.3462954865095246,1.4303287,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1256.0,22.0,57.0,0.0,3.0,0.02687,0.0028999999631196,9.3,0.0,3.0,50.0,4.1,9.3,30.7,0.0,0.0,0.0,0.0,827,353,REX,0.458826333382279,343.9403,0.0012,344.2770,0.0012,15.4257,0.1225,17.0862,0.0034,7.5836,0.0379,0.9691,0.0010,-11.4715,1.0204,343.9403,0.0012,344.2770,0.0012,13.8061,0.0759,16.2314,0.0024,7.5241,0.0244,0.9691,0.0010,-11.4715,1.0204,343.9403,0.0012,344.2770,0.0012,12.2607,0.0633,15.8749,0.0023,7.4673,0.0246,0.9691,0.0010,-11.4715,1.0204,343.9403,0.0012,344.2770,0.0012,10.5879,0.0995,15.6698,0.004,7.4058,0.0388,0.9691,0.0010,-11.4715,1.0204,382774,,353,18.316349,17.729933,17.399532,17.251175,17.29292,17.67315,15.519968,12.819544,0.58641624,0.33040047,0.47875786,0.14835739,0.1464,10.565,0.058,0.884,0.103,GII,3,20.33922,0.06393827,19.64442,0.02921731
436r,34.034421606805445,0.7395908423992245,5000.0,0.0578,,4.292807140657772,10.031872606068346,20.040168739383155,162.66547026203435,162.72411407705067,25.68556774416329,28.130214759042687,10.619548784798935,12.288429848496008,0.5448570357783775,-1.9656050276095776,0.099206611236406,-0.0608106334171376,0.2403760701417923,3.345799981305925,0.0996105030077111,0.0169665647012485,0.0105401844532279,0.0213603087736275,0.029693811901268,0.1721432866898516,0.3528948546640662,0.143455516083478,10.220689397422856,1.279333832745332,319.738771025887,319.92687199005405,0.2754855602166419,1.4268715658196114,1.0,0.0,0.27,0.3462954865095246,1.4088918,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,3416.0,21.4,159.7,0.0,3.0,0.01751,0.0020399999339133,8.6,0.0,3.0,50.0,4.2,8.6,25.2,0.0,0.0,0.0,0.0,436,1573,SER,0.522170294304724,345.7763,0.0038,338.9674,0.0151,26.788,0.0249,17.7039,0.0011,0.4930,0.0017,0.1230,0.0001,14.3121,0.0102,345.7763,0.0038,338.9674,0.0151,25.6924,0.0157,17.1009,0.0010,0.6076,0.0013,0.1230,0.0001,14.3121,0.0102,345.7763,0.0038,338.9674,0.0151,24.6471,0.0215,16.8863,0.0011,0.7169,0.0018,0.1230,0.0001,14.3121,0.0102,345.7763,0.0038,338.9674,0.0151,23.5156,0.0365,16.6432,0.0015,0.8353,0.0028,0.1230,0.0001,14.3121,0.0102,334824,,1573,17.255428,16.752127,16.53525,16.394485,16.93345,17.36762,15.393851,14.519618,0.5033016,0.21687698,0.35764122,0.14076424,0.0578,9.95,0.04,0.052,0.064,AIS,3,19.42363,0.09111415,19.1084,0.05182958
311r,25.111714609705174,0.2551516761253574,5000.0,0.0558,,3.932320030110213,8.807088556608152,18.247858803347015,93.26471339797224,93.29865683129432,24.215829255501383,24.603508742835466,8.967884484412274,9.106072859801998,0.5540158565410479,-1.9885036963283296,0.1604115514337198,-0.0549263158140004,0.1854266673326492,3.3328152818777186,0.2069043523721006,0.0120439357314345,0.0259965337954939,0.0480071679171078,0.0301637085723146,0.2409061346948015,0.2674174015908258,0.1140351758701383,7.558902276087123,1.1858493648090325,319.7708862027561,320.3318283383223,0.0497936861836869,0.4612806611412909,0.0,0.0,0.27,0.3462954865095246,1.2703807,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2662.0,17.4,153.1,0.0,3.0,0.0157,0.0011399999493733,13.8,0.0,3.0,50.0,5.7,13.8,30.9,0.0,0.0,0.0,0.0,311,8132,SER,0.340749568490231,344.6944,7.0E-4,344.3024,8.0E-4,4.8995,0.0038,18.3437,6.0E-4,2.0240,0.0043,0.5186,0.0003,-42.1647,0.0288,344.6944,7.0E-4,344.3024,8.0E-4,4.8327,0.0025,17.5296,0.0004,1.9250,0.0027,0.5186,0.0003,-42.1647,0.0288,344.6944,7.0E-4,344.3024,8.0E-4,4.769,0.0022,17.1669,0.0006,1.8305,0.0021,0.5186,0.0003,-42.1647,0.0288,344.6944,7.0E-4,344.3024,8.0E-4,4.7001,0.0032,16.9315,5.0E-4,1.7282,0.0032,0.5186,0.0003,-42.1647,0.0288,331908,,8132,17.725794,17.47307,17.479221,17.39937,17.99451,17.939177,,,0.2527237,-0.0061511993,0.07369995,0.07985115,0.0558,9.419,0.093,0.182,0.03,AIS,3,18.94906,0.1263605,18.91753,0.05778492
448r,181.94018877655208,11.717253647167873,5000.0,0.0613,,6.154326847729184,12.103667027601093,21.13686525155691,157.3775666666881,160.27532944845325,27.608682547625797,37.3922461699686,12.16471298001178,17.396610933938213,0.4640694588082122,-1.702279373895192,-0.483176572789981,-0.1041880687513016,0.2492104172706604,2.679300107335173,0.0220507931706704,-0.020513812077865,0.0071620411817367,0.0103653706186237,0.0360280464285458,0.0261673882564512,0.1190766450890757,0.1347796430727995,16.282581412371876,0.5295151295241897,319.3618143624739,320.58793562702044,0.5644864452708293,2.5673923044791653,0.0,0.0,0.27,0.3462954865095246,1.1654286,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,2051.0,14.6,140.2,0.0,3.0,0.04517,0.0048799999058246,9.3,0.0,3.0,50.0,4.7,9.3,22.4,0.0,0.0,0.0,0.0,448,3692,SER,0.424771093446762,343.7866,0.0066,344.0374,0.0031,9.4318,0.0124,18.4253,0.0013,0.4305,0.0036,0.3568,0.0004,-75.6292,0.0389,343.7866,0.0066,344.0374,0.0031,9.2788,0.0084,17.7228,0.0010,0.4901,0.0023,0.3568,0.0004,-75.6292,0.0389,343.7866,0.0066,344.0374,0.0031,9.1328,0.0091,17.4031,0.0013,0.5470,0.0024,0.3568,0.0004,-75.6292,0.0389,343.7866,0.0066,344.0374,0.0031,8.9748,0.014,17.1918,0.0014,0.6085,0.0038,0.3568,0.0004,-75.6292,0.0389,398357,,3692,17.48971,16.90454,16.677778,16.484112,16.7694,17.278463,15.427592,,0.58517075,0.22676086,0.42042732,0.19366646,0.0613,9.688,0.051,0.257,0.028,AIS,3,19.97145,0.1849774,19.70347,0.1160375
1200r,323.7301790470258,0.6846521239738658,5000.0,0.0618,,4.652897403522172,9.602177626355004,17.534557311755478,148.6303053019205,148.36685486778416,22.16214376765878,31.55608369148912,9.854464252176085,15.079110426566182,0.4978640987163187,-1.7049074818553973,-0.3140718264284321,-0.0710966822487447,0.3167854845523834,2.880856647262852,0.1406651970370337,0.0041307649896952,0.0057471264367816,0.0,0.019432305096742,0.1070273753914097,0.1684412955590834,0.2281231494127106,14.307238853998951,0.6370629013769599,320.33419631534355,319.42353269232234,0.6982012670719685,1.5718896130262987,0.0,0.0,0.27,0.3462954865095246,1.211921,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,1771.0,15.8,111.9,0.0,3.0,0.03472,0.0024399999529123,14.2,0.0,3.0,50.0,5.0,14.2,51.8,0.0,0.0,0.0,0.0,1200,10549,SER,0.66010970467084,574.0779,0.0017,573.3078,0.0049,,,17.6007,8.0E-4,,,,,1.0487,0.013500000350177288,574.0779,0.0017,573.3078,0.0049,,,,,,,,,1.0487,0.013500000350177288,574.0779,0.0017,573.3078,0.0049,15.081399917602539,0.01,,,,,,,1.0487,0.013500000350177288,574.0779,0.0017,573.3078,0.0049,14.812600135803223,0.01600000075995922,16.5425,9.0E-4,,,,,1.0487,0.013500000350177288,335982,3236p007,10549,17.615011,17.002281,16.750914,16.53256,16.667465,17.098982,14.888873,12.271723,0.61273,0.25136757,0.46972084,0.21835327,0.0618,10.028,0.065,0.281,0.074,MIS,3,20.52475,0.03767782,20.05208,0.0243824
831r,144.6799922037741,2.640035534131746,5000.0,0.1001,,2.954273661323068,6.541227051926574,13.692076103982572,93.23818818201516,93.28607981687422,17.216809247152426,25.733685706165907,6.759944151856404,10.92907305660417,0.54771891915857,-1.9628974479696408,0.1114965812778825,-0.0576010153007958,0.2914780378341675,3.330092909152145,-0.0106031134259182,-0.0327789455724294,0.0096385542168674,0.0,0.0702805507436478,-0.0368996384637187,0.1948018496508806,0.2632151506620719,8.489078942669256,1.1309962954024917,320.06586636215474,319.644881756681,0.6493802616138447,2.5706120434989344,0.0,0.0,0.27,0.3462954865095246,1.3028497,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,978.0,18.3,53.5,0.0,3.0,0.04666,0.0039400001987814,11.8,0.0,3.0,50.0,5.0,11.8,28.5,0.0,0.0,0.0,0.0,831,5436,SER,0.392046133475365,344.6176,0.0016,343.9793,0.0015,3.9808,0.0079,18.5848,0.0014,2.2274,0.0175,0.2571,0.0006,-47.5456,0.0387,344.6176,0.0016,343.9793,0.0015,4.0958,0.0052,17.6362,0.0008,2.3948,0.0109,0.2571,0.0006,-47.5456,0.0387,344.6176,0.0016,343.9793,0.0015,4.2056,0.0055,17.2171,0.0010,2.5545,0.0102,0.2571,0.0006,-47.5456,0.0387,344.6176,0.0016,343.9793,0.0015,4.3244,0.0087,16.9657,0.0012,2.7274,0.0164,0.2571,0.0006,-47.5456,0.0387,346786,,5436,18.264431,17.372416,16.94778,16.643583,16.737604,17.115217,15.866246,14.838457,0.89201546,0.42463493,0.72883224,0.3041973,0.1001,10.634,0.023,-0.063,0.109,MIS,1,-999.0,-999.0,20.70705,0.0897428
323r,123.860393960544,24.479561252918224,5000.0,0.0584,,7.488998074570489,15.604537907211146,24.52546598652362,119.9235526420163,121.5798309867941,32.1359783520791,34.065262986009635,15.555417621476604,16.72403038811151,0.4533630492880818,-1.721182901563293,-0.5230731552406329,-0.1174150045220966,0.1706013530492782,2.575967744219387,0.168858383434961,0.0119314208030762,0.0700934579439252,0.1258556557608552,0.0548470709284987,0.2135491219435635,0.3201226185423779,0.0596835336044552,14.66205853093961,0.4549426953535664,319.3334051923828,318.18330570864777,0.1527252509862541,0.2227997124304128,1.0,0.0,0.27,0.3462954865095246,1.5845588,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2443.0,27.1,90.3,0.0,3.0,0.03353,0.0043999999761581,7.6,0.0,3.0,50.0,4.3,7.6,13.0,0.0,0.0,0.0,0.0,323,2310,SER,0.47897152449877,342.4415,0.0077,347.6798,0.0141,50.5738,0.1841,17.5038,0.003,1.7882,0.0061,0.4228,0.0005,29.0746,0.0532,342.4415,0.0077,347.6798,0.0141,47.5976,0.1045,17.1585,0.0019,1.8550,0.0034,0.4228,0.0005,29.0746,0.0532,342.4415,0.0077,347.6798,0.0141,44.7579,0.1548,17.0535,0.0029,1.9187,0.0056,0.4228,0.0005,29.0746,0.0532,342.4415,0.0077,347.6798,0.0141,41.6839,0.2768,17.0383,0.0055,1.9877,0.0102,0.4228,0.0005,29.0746,0.0532,467899,,2310,17.422747,17.08445,16.892818,16.868885,17.375399,17.970335,16.605148,14.33225,0.3382969,0.19163132,0.21556473,0.02393341,0.0584,9.442,0.081,0.079,0.085,MIS,3,19.41086,0.05033369,19.0153,0.02848542
258r,202.75051018089485,11.526996767562268,5000.0,0.0226,,3.9685297306057823,7.868876513405288,13.183145212872828,264.1831327233251,264.0730180495488,16.786857244864887,17.633709191770002,8.007073428917433,8.416990646202665,0.4737930105047972,-1.698135449739201,-0.4379167313319874,-0.0939857471139997,0.4670480489730835,2.606946988323032,0.2027385694527881,0.0384070635591454,0.0012919896640826,0.0,0.0743816869650243,0.2616614454949407,0.1991781793346077,0.4534465375329017,7.695006399481123,0.714345763322724,320.3408387340127,320.69712751241786,0.1235603304360676,2.4227494912802854,0.0,0.0,0.27,0.3462954865095246,1.2266561,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1562.0,16.2,96.4,0.0,3.0,0.06693,0.0054299999028444,12.3,0.0,3.0,50.0,4.7,12.3,45.6,0.0,0.0,0.0,0.0,258,1405,REX,0.492494595034156,343.7288,0.0048,343.1036,0.0068,13.0837,0.0153,17.6072,0.0011,0.7881,0.0021,0.6552,0.0004,3.2624,0.0772,343.7288,0.0048,343.1036,0.0068,12.8382,0.0097,17.1571,0.0008,0.8431,0.0013,0.6552,0.0004,3.2624,0.0772,343.7288,0.0048,343.1036,0.0068,12.604,0.0127,16.9797,0.0009,0.8955,0.0019,0.6552,0.0004,3.2624,0.0772,343.7288,0.0048,343.1036,0.0068,12.3504,0.0214,16.8512,0.0017,0.9522,0.0032,0.6552,0.0004,3.2624,0.0772,397027,,1405,16.832226,16.463669,16.34228,16.217787,16.72154,17.290684,15.442663,14.767899,0.36855698,0.12138939,0.24588203,0.12449265,0.0226,9.023,0.058,-0.517,0.043,AIS,3,18.7984,0.09118582,18.42833,0.04109779
1147r,159.65805027487187,7.68838179275108,5000.0,0.1683,,3.741055122088461,7.635478705361104,13.429487587662312,99.51677859118016,99.42506001282187,16.970624144640343,18.447509729855007,7.8390464310725,8.959426751222322,0.4696489028493723,-1.805997183168748,-0.3836818829596646,-0.1130811946395773,0.2934901416301727,2.775326674235313,0.0854313343731248,0.0381682819601927,0.001466275659824,0.0,0.0143098681784533,0.1492407849608024,0.2380136268017726,0.1804163082705093,7.621602253954651,0.8350275609487149,320.0830703475316,320.18107032155746,0.220750561826526,0.053226609423817,0.0,0.0,0.27,0.3462954865095246,1.4033121,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1155.0,21.2,54.4,0.0,3.0,0.04265,0.0042599998414516,10.0,0.0,3.0,50.0,4.1,10.0,26.5,0.0,0.0,0.0,0.0,1147,1906,REX,0.395539226277679,572.7198,0.0035,573.3099,0.0033,8.0818,0.02,18.1792,0.0023,1.1782,0.0055,0.9359,0.0011,84.2732,0.6672,572.7198,0.0035,573.3099,0.0033,7.7027,0.0121,17.3983,0.0013,1.5756,0.0027,0.9359,0.0011,84.2732,0.6672,572.7198,0.0035,573.3099,0.0033,7.3411,0.0154,17.0033,0.0014,1.9547,0.0045,0.9359,0.0011,84.2732,0.6672,572.7198,0.0035,573.3099,0.0033,6.9496,0.0264,16.8075,0.0026,2.3651,0.0086,0.9359,0.0011,84.2732,0.6672,375543,1597p077,1906,18.409567,17.559647,17.174164,16.92456,16.929544,17.161942,15.685906,14.742991,0.8499203,0.3854828,0.63508606,0.24960327,0.1683,10.879,0.037,0.538,0.101,AIS,3,20.91725,0.3486192,20.38451,0.2306567
942r,139.33382279214757,3.756731968331322,5000.0,0.1007,,4.539700663065701,9.788561624906816,16.33048115267239,145.52668399571178,145.43319933740378,21.31346447817423,24.23199905328524,9.86487319188308,11.497617571306709,0.4629638884411377,-1.8476007599072637,-0.3879414256006344,-0.1254822560703833,0.3033221065998077,2.7798588164001163,0.0214149893072785,0.0038866893168852,0.0,0.0,0.0453508445967177,0.0294943046804466,0.1465668243237279,0.1602325402266443,10.948214817316986,0.6050538757665213,320.05442749509643,320.2450977509453,0.2374779347978856,0.3044096916349293,0.0,0.0,0.27,0.3462954865095246,1.3582097,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1790.0,19.9,90.1,0.0,3.0,0.04766,0.0023000000510364,20.7,0.0,3.0,50.0,6.6,20.7,53.8,0.0,0.0,0.0,0.0,942,4686,SER,0.513501002836908,573.8439,0.001,573.5303,0.001,9.4306,0.0348,17.7995,0.0018,5.2432,0.0160,0.9291,0.0007,62.1101,0.3355,573.8439,0.001,573.5303,0.001,8.8251,0.0201,16.9653,0.0010,4.9048,0.0089,0.9291,0.0007,62.1101,0.3355,573.8439,0.001,573.5303,0.001,8.2473,0.0243,16.6396,0.0018,4.5820,0.0114,0.9291,0.0007,62.1101,0.3355,573.8439,0.001,573.5303,0.001,7.6218,0.0431,16.4618,0.0029,4.2326,0.0206,0.9291,0.0007,62.1101,0.3355,352520,,4686,17.590643,16.73274,16.349243,16.101812,16.608936,16.870562,16.421982,12.066618,0.8579025,0.38349724,0.63092804,0.2474308,0.1007,10.773,0.025,0.06,0.114,MIS,3,20.84583,0.06192173,20.22585,0.03787715
82r,204.28088395449552,4.692400316299793,5000.0,0.0234,,4.998797017822556,9.171713197502694,14.155279819951955,105.79685778053988,105.88006950312614,18.055613804665924,18.367462022295584,9.376740640133049,9.528966216647312,0.4138650683965249,-1.6485796910463424,-0.7689021855420863,-0.1464261593428819,0.2836070358753204,2.260264784049144,0.0023927084960033,0.0208725077980648,0.0012562814070351,0.0,0.0263548527033457,0.0180129567355105,0.2757488860650326,0.1603940086023467,8.693884752151838,0.4363696260674904,321.1559857833802,320.53971073575707,0.0630402835977592,1.8721706036984147,0.0,0.0,0.27,0.3462954865095246,1.5454562,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1309.0,25.7,50.9,0.0,3.0,0.04629,0.0037299999967217,12.4,0.0,3.0,50.0,4.8,12.4,35.4,0.0,0.0,0.0,0.0,82,4826,REX,0.595752971467018,344.1901,0.0086,343.7935,0.0178,38.5558,0.134,17.5919,0.0029,1.4776,0.0055,0.4360,0.0005,5.0592,0.0641,344.1901,0.0086,343.7935,0.0178,35.8226,0.0836,17.1833,0.0018,1.5269,0.0029,0.4360,0.0005,5.0592,0.0641,344.1901,0.0086,343.7935,0.0178,33.2147,0.1095,17.0630,0.0029,1.5740,0.0047,0.4360,0.0005,5.0592,0.0641,344.1901,0.0086,343.7935,0.0178,30.3917,0.1854,17.0347,0.0049,1.6249,0.0086,0.4360,0.0005,5.0592,0.0641,358528,,4826,17.818777,17.321291,17.119629,16.969227,17.611403,18.179817,17.045313,,0.4974861,0.20166206,0.35206413,0.15040207,0.0234,8.913,0.036,-1.125,0.06,MIS,1,-999.0,-999.0,19.85107,0.03947361
1087r,357.424888840298,0.9213882098803534,5000.0,0.0979,,4.0417236985795215,8.169806344478188,13.839082200778345,98.22737960743753,98.2488899603852,17.869089024449615,18.95553714112984,8.206881273408245,8.667019716636956,0.4933791929109977,-1.5583255341718845,-0.4378533999094451,-0.0551618482680042,0.269399493932724,2.672703340515552,0.2601934468348719,0.0373992475259048,0.0013736263736263,0.0,0.1224500957982109,0.4502950938744071,0.1604569142659912,0.1522049114118302,7.803825063810569,0.6360363762321508,320.5498761185692,318.4833751315268,0.0670824916313782,2.4679957943201494,2.0,0.0,0.27,0.3462954865095246,1.2045383,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1428.0,15.6,91.4,0.0,3.0,0.0312,0.0025299999397248,12.3,0.0,3.0,50.0,4.7,12.3,40.8,0.0,0.0,0.0,0.0,1087,7347,SER,0.542218461649429,573.5209,0.0035,572.5451,0.0027,8.7448,0.0101,17.9828,0.001,1.1014,0.0024,0.7339,0.0005,80.6975,0.0931,573.5209,0.0035,572.5451,0.0027,8.9489,0.007,17.4455,0.0007,1.2005,0.0016,0.7339,0.0005,80.6975,0.0931,573.5209,0.0035,572.5451,0.0027,9.1435,0.0107,17.1226,0.0011,1.2951,0.0022,0.7339,0.0005,80.6975,0.0931,573.5209,0.0035,572.5451,0.0027,9.3542,0.0176,16.9616,0.0015,1.3974,0.0036,0.7339,0.0005,80.6975,0.0931,337557,3573p010,7347,17.975004,17.461279,17.158989,17.0161,17.337278,17.741402,15.563317,13.992833,0.5137253,0.30228996,0.445179,0.14288902,0.0979,10.268,0.064,0.504,0.061,MIS,3,20.41227,0.0490976,19.7589,0.02987226
64r,181.38326621661176,0.0393006890991793,5000.0,0.0217,,7.6813469140628605,17.25536641933309,33.087998333899165,127.21392623473956,124.00014532185948,39.89044624125113,63.88264108212928,18.044379200990168,29.09947153501788,0.5409971868288824,-1.8403918908350017,-0.0066723448483756,-0.0472272578654717,0.159098133444786,3.1711655776763026,0.0524448686005781,0.021291932622612,0.0079901659496004,0.0472312880326591,0.0766957197871314,0.0660854027028402,0.2239170287326347,0.0674309728157892,25.35004330477334,0.5997080222574392,320.0733118261511,320.702214655607,0.7430060210592692,1.319420117627926,2.0,0.0,0.27,0.3462954865095246,1.4218497,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,2776.0,21.8,127.5,0.0,3.0,0.0255,0.0038999998942017,6.5,0.0,3.0,50.0,3.9,6.5,15.4,0.0,0.0,0.0,0.0,64,7213,SER,0.723630132596163,574.7159,0.0032,570.0809,0.007,21.0194,0.0116,17.9069,5.0E-4,0.5798,0.0012,0.1614,0.0001,24.3246,0.0076,574.7159,0.0032,570.0809,0.007,21.1138,0.011,17.5391,0.0006,0.6280,0.0010,0.1614,0.0001,24.3246,0.0076,574.7159,0.0032,570.0809,0.007,21.2039,0.0198,17.4061,0.0012,0.6740,0.0019,0.1614,0.0001,24.3246,0.0076,574.7159,0.0032,570.0809,0.007,21.3014,0.0316,17.3067,0.0019,0.7237,0.0031,0.1614,0.0001,24.3246,0.0076,331093,,7213,17.573235,17.107368,16.890959,16.81951,17.592018,18.168238,,17.074488,0.4658661,0.21640968,0.28785896,0.07144928,0.0217,8.883,0.046,-1.107,0.047,GII,3,19.78092,0.04461553,19.34217,0.03353101
