GAL,ra,dec,radvel,z,mag,r20,r50,r80,flux_c,flux_e,rpetro_c,rpetro_e,rhalf_c,rhalf_e,Gini,M20,F(G_M20),S(G_M20),SN_per_pixel,C,A,S,M,I,D,Ao,As,Ser_A,Ser_R,Ser_n,Ser_xc,Ser_yc,Ser_ellip,Ser_theta,flag_morph,flag_sersic,ima_sc_pix2arc,ima_sc_arc2kpc,psf_arcsec,size_image_phy_kpc,zp_ima,eta,petro_extent_cas,snr,area_min,debleding,area_min_deblend,skybox_x,skybox_y,sky_method,nsigma,npixels,dilate_size,mask_stars,fwhm,threshold,roundlo,roundhi,sharplo,aper_stars,aper_fact,aper_center,aper_ellip,aper_pa,dr,View,area_segmap_pix,area_psf_pix,ratio_segmap_psf,flag_area,flag_area_th,SN_gal,bck,ratio_SN_gal,flag_SN,flag_SN_th,perc_SN_flag,perc_20_SN_gal,perc_50_SN_gal,perc_80_SN_gal,flag_image,flag_bck,flag_object,flag_statmorph,index,ID,type,CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z,brickid,brickname,objid,mag_g,mag_r,mag_i,mag_z,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z,z_2,stellar_mass,error_stellar_mass,log_SFR,error_log_SFR,survey,band,FUV,fuv_magerr,NUV,nuv_magerr
363r,134.75232116376202,29.587142578881128,5000.0,0.0561,,6.854917803453672,15.43377352748139,27.67058918047365,89.3573434078105,85.70172850495291,40.28484573505539,46.248682145991246,15.40259625438482,23.757424563596228,0.4707099414296231,-1.710916919783212,-0.4443203645135996,-0.0988146098345396,0.1794002503156662,3.030080774719803,0.0532582559156988,0.0478609567713355,0.0328542094455852,0.0762512867311754,0.0268377452205817,0.0489698640145059,0.1879198738718136,0.080392225172604,19.713178536270608,0.4318347793881439,319.8353574040032,319.171025091797,0.7486806070191689,1.2933662199824103,0.0,0.0,0.27,0.3462954865095246,1.4960941,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,1595.0,24.1,66.1,0.0,3.0,0.03481,0.0052000000141561,6.7,0.0,3.0,50.0,3.8,6.7,13.1,0.0,0.0,0.0,0.0,363,640,SER,0.48420694903171,344.0663,0.0107,344.4093,0.0134,33.0968,0.0702,17.1026,0.0018,1.0909,0.0032,0.4176,0.0004,38.1757,0.049,344.0663,0.0107,344.4093,0.0134,32.5692,0.055,16.6256,0.0017,1.2810,0.0025,0.4176,0.0004,38.1757,0.049,344.0663,0.0107,344.4093,0.0134,32.0657,0.0867,16.4376,0.0023,1.4624,0.0043,0.4176,0.0004,38.1757,0.049,344.0663,0.0107,344.4093,0.0134,31.5207,0.1389,16.3427,0.0037,1.6587,0.0070,0.4176,0.0004,38.1757,0.049,493644,,640,17.932343,17.513144,17.301378,17.238104,17.88829,18.423586,18.795618,,0.419199,0.21176529,0.27503967,0.06327438,0.0561,9.419,0.061,-0.298,0.054,AIS,3,19.65751,0.1212852,19.54617,0.08232173
550r,232.29955905935117,-0.2269743725409399,5000.0,0.0764,,5.645828160954098,10.268105098152308,15.871143679563408,88.78309230422448,88.76328432979264,20.402765862419532,22.589552371382208,10.296798851258089,11.557185495185497,0.4109500105251849,-1.5620968633795058,-0.8432643215783369,-0.1372909535898182,0.2352211624383926,2.244402838273128,0.1559373981640635,0.0117363998524036,9.496676163342E-4,0.0,0.0972445525838725,0.127257236120151,0.136539692847598,0.104802030212809,10.99765410247288,0.4287010798921199,319.2087881932282,318.2352994526306,0.2394535136383612,0.547445971882211,0.0,0.0,0.27,0.3462954865095246,1.4798094,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1540.0,23.6,65.3,0.0,3.0,0.0359,0.0027399999089539,13.1,0.0,3.0,50.0,5.1,13.1,33.9,0.0,0.0,0.0,0.0,550,1627,SER,0.342717044902789,343.6188,0.001,344.7122,8.0E-4,8.8487,0.0144,18.4346,0.0012,2.1694,0.0049,0.6256,0.0003,51.3833,0.0365,343.6188,0.001,344.7122,8.0E-4,8.5448,0.0059,17.5964,0.0004,2.2563,0.0018,0.6256,0.0003,51.3833,0.0365,343.6188,0.001,344.7122,8.0E-4,8.2548,0.0105,17.2050,0.0009,2.3393,0.0035,0.6256,0.0003,51.3833,0.0365,343.6188,0.001,344.7122,8.0E-4,7.9408,0.0214,17.0669,0.0019,2.4291,0.0074,0.6256,0.0003,51.3833,0.0365,329857,,1627,18.148825,17.563522,17.302036,17.112274,17.447317,17.99312,16.436867,,0.58530235,0.26148605,0.45124817,0.18976212,0.0764,9.986,0.048,0.012,0.079,MIS,1,-999.0,-999.0,20.24504,0.08368338
432r,199.2473881447273,3.888860502333616,5000.0,0.0454,,3.046740730445643,7.381061123925992,15.984058655670562,125.0837505504916,126.58762248503132,19.27406914184186,22.47332968969024,8.318417798548605,9.32612025583211,0.5888462500631518,-2.095839131236495,0.4072054557594926,-0.0353638516793525,0.2410695105791092,3.599257830503244,0.0242369362650582,0.0313802691203515,0.0047846889952153,0.0011222510401633,0.0069517958736467,0.0796659938613953,0.3653065672479447,0.168590669803508,6.968161049337898,1.807867471397406,319.99787520622385,320.0050177816646,0.1438705348039008,1.21822877368199,0.0,0.0,0.27,0.3462954865095246,1.1734953,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1772.0,14.8,119.4,0.0,3.0,0.02461,0.0044499998912215,5.5,0.0,3.0,50.0,3.4,5.5,14.6,0.0,0.0,0.0,0.0,432,5194,SER,0.364003877932057,344.3884,0.002,344.1306,0.0025,5.9986,0.0257,18.5524,0.003,2.7131,0.0228,0.5598,0.0013,-29.6809,0.1133,344.3884,0.002,344.1306,0.0025,5.6947,0.0163,17.6672,0.0016,3.2968,0.0130,0.5598,0.0013,-29.6809,0.1133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.3884,0.002,344.1306,0.0025,5.0908,0.0323,17.022,0.0032,4.4566,0.0335,0.5598,0.0013,-29.6809,0.1133,354197,,5194,17.71735,16.994104,16.674345,16.416965,16.394743,16.10509,14.058433,12.109888,0.7232456,0.31975937,0.5771389,0.25737953,0.0454,9.872,0.06,0.266,0.083,MIS,1,-999.0,-999.0,21.8002,0.1337374
841r,175.35308927069437,12.194138695637298,5000.0,0.1087,,3.033859714907788,5.903266118245668,10.612860991164354,75.10681211378208,75.17599879153477,13.986559587619848,17.930721997765396,5.950790544712161,8.537106153858348,0.4612843670543317,-1.7454458259998438,-0.4670484256631666,-0.1129454464301899,0.358757734298706,2.719184902958825,0.01020177847505,0.0165670651114696,0.003030303030303,0.0,0.0072891462833157,-0.0163486523884354,0.1602233099835847,0.3103144347760059,7.798870302071339,0.6014188856507007,320.0776125215327,320.0131684981693,0.6161114914846971,2.796222198831994,0.0,0.0,0.27,0.3462954865095246,1.1063898,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,575.0,13.2,43.6,0.0,3.0,0.07153,0.0056199999526143,12.7,0.0,3.0,50.0,5.2,12.7,34.8,0.0,0.0,0.0,0.0,841,4197,SER,0.391505631994535,344.2979,0.0033,344.3903,0.0041,15.8188,0.0284,17.9011,0.0016,1.1458,0.0035,0.5123,0.0004,-38.4096,0.047,344.2979,0.0033,344.3903,0.0041,14.8682,0.0185,17.1550,0.0011,1.3101,0.0021,0.5123,0.0004,-38.4096,0.047,344.2979,0.0033,344.3903,0.0041,13.9611,0.0206,16.7950,0.0011,1.4669,0.0026,0.5123,0.0004,-38.4096,0.047,344.2979,0.0033,344.3903,0.0041,12.9793,0.0331,16.6287,0.002,1.6366,0.0045,0.5123,0.0004,-38.4096,0.047,401151,,4197,18.571672,17.749168,17.33657,17.092274,16.971037,17.376556,15.973399,14.254693,0.82250404,0.41259766,0.6568947,0.24429703,0.1087,10.429,0.05,0.474,0.095,AIS,3,22.277,0.392158,21.42047,0.2418247
453r,3.6100389347515938,0.114347720766043,5000.0,0.0555,,6.241922994519053,15.763774673177728,30.23050307713076,108.2572023397916,103.6638170205893,37.52476725255526,53.405350903352485,16.872616430814674,28.476584166527083,0.6067659225003093,-1.7463696811733889,0.2537255054296894,0.030952877592205,0.1870817691087722,3.42563483972852,0.0245368188255543,0.0931004749524339,0.0213675213675213,0.1734978298230584,0.0720810801143635,0.0338918650724194,0.3314807473648899,0.1438521002147491,26.448650693360683,0.4541837331486271,319.848056947958,319.98401021397893,0.8926369678431268,1.4102321645665807,0.0,0.0,0.27,0.3462954865095246,1.2743804,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,1912.0,17.5,109.3,0.0,3.0,0.02689,0.0023099998943507,11.6,0.0,3.0,50.0,4.5,11.6,38.7,0.0,0.0,0.0,0.0,453,7471,SER,0.532382980969327,343.8199,0.0032,343.7034,0.0057,18.2772,0.0192,17.9382,9.0E-4,0.7732,0.0015,0.5126,0.0002,-0.8458,0.0326,343.8199,0.0032,343.7034,0.0057,18.239,0.0117,17.3572,0.0007,0.9396,0.0008,0.5126,0.0002,-0.8458,0.0326,343.8199,0.0032,343.7034,0.0057,18.2026,0.0161,17.1116,0.0007,1.0983,0.0013,0.5126,0.0002,-0.8458,0.0326,343.8199,0.0032,343.7034,0.0057,18.1632,0.0278,16.9907,0.0019,1.2701,0.0023,0.5126,0.0002,-0.8458,0.0326,330382,,7471,18.044077,17.392431,17.05102,16.831974,16.841936,17.36576,16.417019,15.269259,0.65164566,0.3414116,0.5604572,0.21904564,0.0555,9.89,0.05,-0.408,0.125,MIS,3,21.10893,0.1164172,20.37906,0.0785984
897r,3.3105781077551666,-10.833992135958775,5000.0,0.0956,,3.3674130259841397,6.963135974004841,13.079955443398603,115.04425959305472,115.07591654246416,16.650095559903036,19.00517809994488,7.1685016044002285,8.148573655238094,0.5219152175339696,-1.846114401357696,-0.0971623930659668,-0.0669138364300899,0.302657276391983,2.946549385271892,0.0228352454058393,0.0380232810462028,0.0018348623853211,0.0,0.0203371510984587,0.0378968264928035,0.2091748347315437,0.2813854833587998,6.425839861010648,1.18625132025034,319.80377755509323,319.87176054468324,0.2905819956733266,0.9201019811421216,0.0,0.0,0.27,0.3462954865095246,2.0383756,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1381.0,44.8,30.9,0.0,3.0,0.03364,0.00362000009045,9.3,0.0,3.0,50.0,4.1,9.3,27.1,0.0,0.0,0.0,0.0,897,121,SER,0.529672646702327,344.3430,0.0109,344.7915,0.0067,12.1886,0.0277,18.366,0.0024,0.6443,0.0047,0.5584,0.0008,68.4008,0.1059,344.3430,0.0109,344.7915,0.0067,11.6831,0.0187,17.5901,0.0016,0.7685,0.0030,0.5584,0.0008,68.4008,0.1059,344.3430,0.0109,344.7915,0.0067,11.2007,0.0216,17.2213,0.0020,0.8870,0.0038,0.5584,0.0008,68.4008,0.1059,344.3430,0.0109,344.7915,0.0067,10.6786,0.0341,17.0458,0.0027,1.0153,0.0063,0.5584,0.0008,68.4008,0.1059,268787,,121,18.164032,17.211954,16.781523,16.528173,16.807533,17.320757,17.1171,,0.95207787,0.43043137,0.68378067,0.2533493,0.0956,10.636,0.051,-1.334,0.797,MIS,1,-999.0,-999.0,23.34289,0.6354382
28r,11.394259420525728,-10.986860573317466,5000.0,0.0137,,11.123360039085478,27.342594250516747,57.6840629420831,204.7236882119108,182.2856398701765,79.69997243707563,86.16313166058933,26.8403883612204,41.46813083786555,0.5211571130365351,-1.730102275055602,-0.1813114138556191,-0.0515386743265589,0.15468230843544,3.574099237182238,-0.0784035403712596,-0.0196921485125863,0.0503432494279176,0.2718401257321883,0.1614466941842415,-0.0156403505873402,0.215441149319249,0.0576399412830199,35.2396045593113,0.5484552609016354,323.04749230792936,324.01936792043426,0.7785376950243793,0.9593176306129148,0.0,0.0,0.27,0.3462954865095246,1.5843183,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,3837.0,27.0,141.9,0.0,3.0,0.031,0.0045400001108646,6.8,0.0,3.0,50.0,4.0,6.8,12.3,0.0,0.0,0.0,0.0,28,4331,SER,0.367680610809077,344.0030,0.0228,344.6155,0.0088,33.7583,0.0576,17.0503,0.0016,0.9228,0.0023,0.3495,0.0003,84.0934,0.0385,344.0030,0.0228,344.6155,0.0088,32.7793,0.0487,16.6282,0.0015,0.9783,0.0019,0.3495,0.0003,84.0934,0.0385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0030,0.0228,344.6155,0.0088,30.834,0.1156,16.3782,0.0035,1.0888,0.0052,0.3495,0.0003,84.0934,0.0385,267402,,4331,17.081774,16.682564,16.479998,16.43385,17.303444,17.974037,17.484455,15.84637,0.39920998,0.20256615,0.24871445,0.0461483,0.0137,8.515,0.054,-1.331,0.056,AIS,3,19.33283,0.08585021,19.04044,0.05177713
314r,318.01195980471255,-0.4833488264317388,5000.0,0.0343,,7.976519225182548,15.4776996139547,26.28254674103578,192.40485177894072,192.41007947090975,33.40796560082161,42.58682241126635,15.655350953396754,19.340163932041225,0.5173661055971372,-1.5785059344475376,-0.3051331647220272,-0.0342198803470418,0.2059679925441742,2.5892701458015663,0.1363026628095283,0.0408812355752581,0.0526315789473684,0.2307557137340088,0.0151364800225455,0.1511002491061972,0.1497618034060807,0.094277082650732,18.368555797623348,0.6168699572044313,319.90026071492093,318.9362475768244,0.421052128907744,1.772446874944844,0.0,0.0,0.27,0.3462954865095246,1.2231686,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,4306.0,16.1,267.1,0.0,3.0,0.01989,0.0021100000012665,9.4,0.0,3.0,50.0,4.6,9.4,31.8,0.0,0.0,0.0,0.0,314,824,SER,0.369551443141364,344.5059,0.0082,344.0550,0.0039,16.9657,0.0222,17.6623,0.0012,0.8761,0.0031,0.2059,0.0002,64.6817,0.0189,344.5059,0.0082,344.0550,0.0039,16.1935,0.0133,17.2002,0.0009,0.9643,0.0018,0.2059,0.0002,64.6817,0.0189,344.5059,0.0082,344.0550,0.0039,15.4567,0.0186,17.0578,0.0011,1.0485,0.0028,0.2059,0.0002,64.6817,0.0189,344.5059,0.0082,344.0550,0.0039,14.6591,0.0324,16.904,0.0019,1.1396,0.0049,0.2059,0.0002,64.6817,0.0189,328760,,824,17.177671,16.68434,16.44569,16.33887,16.847094,17.449787,16.212547,13.579084,0.4933319,0.23864937,0.34547043,0.10682106,0.0343,9.433,0.056,-0.412,0.061,MIS,1,-999.0,-999.0,18.98058,0.02345861
283r,221.46652030156216,2.8716779899702773,5000.0,0.0273,,4.228794445181334,8.60749252046804,16.0653179521894,119.55059885565254,119.33702015254764,20.712094521209387,26.020530828380085,8.841739594534044,11.157510029000388,0.5187678809628183,-1.8380540706296289,-0.1183275182877166,-0.0689093136643283,0.2568404376506805,2.898363749385593,0.017550424216791,-0.0110528667090971,0.0073126142595978,0.0,0.0206566709593059,0.0276188350633682,0.1998496389051098,0.1709172927979794,9.807790256480168,0.9092279329631052,320.1889416081209,319.7023729377971,0.418314257832624,2.4491319812943786,1.0,0.0,0.27,0.3462954865095246,1.4014134,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1589.0,21.2,75.1,0.0,3.0,0.03431,0.0043899999000132,7.8,0.0,3.0,50.0,4.0,7.8,21.3,0.0,0.0,0.0,0.0,283,4962,SER,0.791084672372921,343.7487,0.0061,344.5617,0.0033,7.5146,0.0146,18.3556,0.0016,0.8439,0.0060,0.3805,0.0007,89.5678,0.0591,343.7487,0.0061,344.5617,0.0033,7.1531,0.0099,17.7657,0.0013,0.8897,0.0040,0.3805,0.0007,89.5678,0.0591,343.7487,0.0061,344.5617,0.0033,6.8082,0.0107,17.5183,0.0014,0.9335,0.0048,0.3805,0.0007,89.5678,0.0591,343.7487,0.0061,344.5617,0.0033,6.4349,0.0167,17.368,0.002,0.9809,0.0077,0.3805,0.0007,89.5678,0.0591,347093,,4962,17.97711,17.252077,16.942966,16.757872,17.344297,17.982916,,15.332938,0.7250328,0.30911064,0.49420547,0.18509483,0.0273,9.187,0.073,-0.957,0.274,MIS,1,-999.0,-999.0,22.4824,0.213203
396r,131.18586292719755,3.4722794835747286,5000.0,0.0272,,12.564829730705426,26.57762364631781,44.48533122703489,395.2227931795346,393.963949282977,57.79853963399634,70.66644463858988,26.63739977302997,35.71273063779665,0.475355790962354,-1.6882186181471874,-0.4370533323603469,-0.0910601548697286,0.1992805153131485,2.7453011041891635,0.2862469287004069,0.0487105805580335,0.0683148991541964,0.194126443462904,0.1176647095727438,0.4136427041911029,0.2125586262230794,0.0764245119763549,32.28777621132192,0.4660841278906623,321.1655736916116,316.53628771684737,0.5001832643879701,1.355894205433551,0.0,0.0,0.27,0.3462954865095246,1.3615212,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,8201.0,20.0,410.6,0.0,3.0,0.02981,0.0021399999968707,13.9,0.0,3.0,50.0,5.7,13.9,32.8,0.0,0.0,0.0,0.0,396,268,SER,0.518600898843044,344.0135,0.001,343.6091,0.0014,15.9012,0.0132,16.3916,6.0E-4,2.0334,0.0019,0.6019,0.0002,11.7842,0.0194,344.0135,0.001,343.6091,0.0014,15.7677,0.0085,15.6296,0.0004,2.0314,0.0011,0.6019,0.0002,11.7842,0.0194,344.0135,0.001,343.6091,0.0014,15.6403,0.0091,15.2848,0.0004,2.0296,0.0011,0.6019,0.0002,11.7842,0.0194,344.0135,0.001,343.6091,0.0014,15.5024,0.0146,15.0837,7.0E-4,2.0275,0.0019,0.6019,0.0002,11.7842,0.0194,351050,,268,16.253347,15.78691,15.54882,15.442815,15.934606,16.493305,15.191227,13.91788,0.46643734,0.23809052,0.34409523,0.10600471,0.0272,9.491,0.05,-0.294,0.062,AIS,1,-999.0,-999.0,18.12083,0.07650942
70r,180.65156010240216,4.550020146939516,5000.0,0.0189,,8.664949784357603,16.739757612237177,26.466475044606263,142.07931059091666,142.29801564015008,33.797005724190775,36.19087386411172,16.702337974732608,17.532196202299446,0.4721105257893278,-1.4678107036704255,-0.6058600796992222,-0.0636362672787546,0.1745186746120453,2.4246502657040025,0.2235627725399302,0.037247616114102,0.0338600451467268,0.0973299197062119,0.1221908386920242,0.309840784266001,0.3414070949954222,0.0612018231440188,15.494376031182744,0.5081467384054931,317.54340118903855,321.0958395079125,0.1731526849772047,2.0351772159047794,0.0,0.0,0.27,0.3462954865095246,1.0874895,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2384.0,12.7,187.1,0.0,3.0,0.03815,0.0059500001370906,6.4,0.0,3.0,50.0,4.0,6.4,12.5,0.0,0.0,0.0,0.0,70,3437,SER,0.864732358513659,343.5333,0.003,344.1311,0.0031,17.3197,0.0097,16.6031,5.0E-4,0.8795,0.0012,0.4103,0.0001,43.5859,0.0151,343.5333,0.003,344.1311,0.0031,17.5113,0.0057,16.2395,0.0004,0.8954,0.0007,0.4103,0.0001,43.5859,0.0151,343.5333,0.003,344.1311,0.0031,17.6941,0.0085,16.1106,0.0005,0.9105,0.0009,0.4103,0.0001,43.5859,0.0151,343.5333,0.003,344.1311,0.0031,17.8919,0.0149,15.9917,9.0E-4,0.9269,0.0017,0.4103,0.0001,43.5859,0.0151,356998,,3437,17.51734,17.08475,16.86893,16.79851,17.510489,18.168823,17.750254,13.97541,0.43259048,0.2158184,0.28623962,0.07042122,0.0189,8.618,0.058,-1.224,0.1,MIS,1,-999.0,-999.0,19.10987,0.02466069
1010r,161.1323770745788,12.15700210307731,5000.0,0.1491,,2.533266274078285,4.760577599888277,8.044463283206095,134.41514238704295,135.0037481800456,10.0197513585192,10.957724412638605,5.023122432524064,5.409109116725828,0.4802510407714933,-1.6463800510747584,-0.4418159727863009,-0.0803982967356131,0.5448397994041443,2.509081162490314,0.1153263044785565,0.061013857247483,0.0069930069930069,0.0,0.0468513664359854,0.1158231643812677,0.2490842684940327,0.7801594222881337,3.91626810231632,1.0914370948749703,319.6953933665256,319.8891610437939,0.1566915695798887,0.4195533014159142,0.0,0.0,0.27,0.3462954865095246,1.4779978,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,793.0,23.5,33.7,0.0,3.0,0.05585,0.0049600000493228,11.3,0.0,3.0,50.0,4.5,11.3,43.3,0.0,0.0,0.0,0.0,1010,1069,SER,0.743929017676694,344.6023,6.0E-4,344.5037,5.0E-4,16.0173,0.0262,17.2072,9.0E-4,4.2605,0.0066,0.6418,0.0002,-89.953,0.0182,344.6023,6.0E-4,344.5037,5.0E-4,15.3937,0.0137,16.2211,0.0004,4.6616,0.0033,0.6418,0.0002,-89.953,0.0182,344.6023,6.0E-4,344.5037,5.0E-4,14.7987,0.0164,15.8325,0.0006,5.0444,0.0041,0.6418,0.0002,-89.953,0.0182,344.6023,6.0E-4,344.5037,5.0E-4,14.1546,0.0312,15.6001,0.0011,5.4587,0.0080,0.6418,0.0002,-89.953,0.0182,401096,,1069,17.521559,17.322271,17.145155,17.201054,17.569744,17.84827,15.31223,12.949777,0.19928741,0.1771164,0.12121773,-0.055898666,0.1491,10.262,0.102,1.413,0.054,NGS,3,18.2325,0.02511062,17.92663,0.01207672
34r,136.21095622018316,0.7433641942698228,5000.0,0.0127,,3.556824067462567,7.452891845964693,14.17416522034777,127.17679495709994,127.66777817985457,17.955897748587493,19.689411917006613,7.982303406889644,8.71434895307289,0.5348147161216911,-1.8474727662981525,-0.0323685281530097,-0.054332145554969,0.2868089377880096,3.0021755336971068,0.0562644298322588,0.0315479312717207,0.0072463768115942,0.0,0.0257589532225433,0.0656686146842897,0.1907839146943008,0.1781066609833562,7.343819394390185,1.3677193989710683,319.55846138891883,319.73473693256653,0.0757089194359115,1.408487566856879,0.0,0.0,0.27,0.3462954865095246,1.3598812,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2364.0,19.9,118.7,0.0,3.0,0.01757,0.0017399999778717,10.1,0.0,3.0,50.0,4.5,10.1,33.0,0.0,0.0,0.0,0.0,34,8165,SER,0.947634326315335,345.1149,0.0057,345.0960,0.0061,26.6323,0.0283,17.9455,8.0E-4,1.1097,0.0015,0.2942,0.0001,-42.9299,0.0164,345.1149,0.0057,345.0960,0.0061,26.5606,0.0262,17.5138,0.0010,1.0996,0.0013,0.2942,0.0001,-42.9299,0.0164,345.1149,0.0057,345.0960,0.0061,26.4922,0.0444,17.3537,0.0017,1.0899,0.0024,0.2942,0.0001,-42.9299,0.0164,345.1149,0.0057,345.0960,0.0061,26.4182,0.07,17.2537,0.0027,1.0795,0.0038,0.2942,0.0001,-42.9299,0.0164,335232,,8165,17.615686,17.196653,17.047625,16.939922,17.587568,18.183456,17.583132,,0.41903305,0.14902878,0.25673103,0.10770226,0.0127,8.326,0.067,-1.279,0.104,AIS,3,19.76746,0.1394242,19.47983,0.08189665
906r,171.9903301033156,2.148808619747125,5000.0,0.0748,,3.2939557081879998,7.301588454326056,14.063576382694276,145.25052051202238,145.63046408010217,17.445405725766797,19.58420179997364,8.492074884954077,9.32916772030889,0.5413229166320815,-1.9387685605248053,0.0631150497724943,-0.0605791424471872,0.3079002201557159,3.151890105527431,0.0168045065545274,0.0327886421809288,0.0013477088948787,0.0,0.003103122426124,0.1033887306532266,0.5122151690520094,0.2271653661116922,6.934127884148382,1.448654896515504,319.99623843899246,319.98730329496124,0.1277840036147999,0.4443686133961378,0.0,0.0,0.27,0.3462954865095246,1.5083866,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2196.0,24.5,89.6,0.0,3.0,0.02118,0.0027000000700354,7.8,0.0,3.0,50.0,4.0,7.8,26.2,0.0,0.0,0.0,0.0,906,5965,SER,0.718927443264933,343.4964,0.0028,343.7291,0.0025,9.0605,0.0309,17.7431,0.0022,2.4977,0.0124,0.5635,0.0009,52.7892,0.09,343.4964,0.0028,343.7291,0.0025,9.0021,0.0212,16.8868,0.0015,2.8611,0.0083,0.5635,0.0009,52.7892,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.4964,0.0028,343.7291,0.0025,8.8862,0.0565,16.2331,0.0035,3.5831,0.0208,0.5635,0.0009,52.7892,0.09,344015,,5965,17.867533,16.897936,16.50392,16.22577,16.542421,17.11014,,14.367049,0.96959686,0.39401627,0.6721649,0.27814865,0.0748,10.576,0.027,-0.625,0.513,MIS,1,-999.0,-999.0,22.81877,0.302926
