Group,Gal,ID,ra,dec,type,CHI2NU,RE_g,e_RE_g,MAG_g,e_MAG_g,n_g,e_n_g,RE_r,e_RE_r,MAG_r,e_MAG_r,n_r,e_n_r,RE_i,e_RE_i,MAG_i,e_MAG_i,n_i,e_n_i,RE_z,e_RE_z,MAG_z,e_MAG_z,n_z,e_n_z,mag_g,mag_r,mag_i,mag_z,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z,zmemb,gmemb,FUV,NUV,GAL,radvel,z,mag,r20,r50,r80,flux_c,flux_e,rpetro_c,rpetro_e,rhalf_c,rhalf_e,Gini,M20,F(G_M20),S(G_M20),SN_per_pixel,C,A,S,M,I,D,Ao,As,Ser_A,Ser_R,Ser_n,Ser_xc,Ser_yc,Ser_ellip,Ser_theta,flag_morph,flag_sersic,ima_sc_pix2arc,ima_sc_arc2kpc,psf_arcsec,size_image_phy_kpc,zp_ima,eta,petro_extent_cas,snr,area_min,debleding,area_min_deblend,skybox_x,skybox_y,sky_method,nsigma,npixels,dilate_size,mask_stars,fwhm,threshold,roundlo,roundhi,sharplo,aper_stars,aper_fact,aper_center,aper_ellip,aper_pa,dr,View,area_segmap_pix,area_psf_pix,ratio_segmap_psf,flag_area,flag_area_th,SN_gal,bck,ratio_SN_gal,flag_SN,flag_SN_th,perc_SN_flag,perc_20_SN_gal,perc_50_SN_gal,perc_80_SN_gal,flag_image,flag_bck,flag_object,flag_statmorph,r_theta,Rij,sigmalos
41,3,11196,33.6968364890192,-41.64639397326366,SER,0.865052506474068,18.9121,0.0074,16.2038,4.0E-4,0.8800,0.0007,18.5468,0.0053,15.7629,3.0E-4,1.0699,0.0004,18.1983,0.0086,15.6265,4.0E-4,1.2511,0.0008,17.8210,0.0142,15.4779,7.0E-4,1.4473,0.0014,16.237478,15.789127,15.643509,15.47311,15.840559,16.223814,13.873942,11.845729,0.4483509,0.14561844,0.31601715,0.17039871,0.0,,17.8269,17.4373,563r,5000.0,0.0166666666666666,,6.215959202912581,16.15123005661971,27.10255812362245,328.79157165120705,328.374877082638,33.30861751859565,44.357624447607,16.663348469909508,20.088640108037303,0.6826267864919436,-1.9119528522683065,0.7439859197570575,0.0830390721617295,0.2926546931266784,3.197510645341193,0.3190910619873612,0.0995964484135647,0.0158013544018058,0.5014200588296933,0.1599152018008386,0.4081596744125603,0.4992705629397408,0.3162952447740757,15.776246337399316,0.8544966695172154,317.9903652764207,318.3243511539288,0.500521197893975,0.3996120747790893,0.0,0.0,0.27,0.3462954865095246,1.2902901,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,4590.0,17.9,255.9,0.0,3.0,0.01964,0.0021500000730156,9.2,0.0,3.0,50.0,4.5,9.2,35.5,0.0,0.0,0.0,0.0,1.174,,
41,2,10033,33.66791547085592,-41.64898158389597,SER,0.865052506474068,29.5644,0.0440,16.9435,0.0011,1.7707,0.0029,29.1302,0.0242,16.4026,7.0E-4,1.8447,0.0015,28.7159,0.0367,16.192,0.001,1.9153,0.0022,28.2675,0.0665,16.0104,0.0018,1.9918,0.0042,16.965292,16.403034,16.14246,16.005728,16.302582,16.762262,14.991702,14.25369,0.56225777,0.26057434,0.39730644,0.1367321,0.0,,19.7109,19.3282,564r,5000.0,0.0166666666666666,,6.581609682347182,15.779945756217687,32.44202078107224,235.19111256859125,240.70406833099577,40.5435003923671,64.23957059330239,18.51225007528065,29.85187916346053,0.5640223373420222,-1.9160713452384115,0.159748012093229,-0.0349518030195372,0.2007939517498016,3.463878874763237,0.1397233728290367,0.0316589483168875,0.0191518467852257,0.0790146273854818,0.0140288158739916,0.3315650652797646,0.4527920107549018,0.105660406347529,22.951489010714344,0.9383058168491464,320.3220032624554,319.985250107537,0.6783276276598711,2.9298368595514312,0.0,0.0,0.27,0.3462954865095246,1.19571,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,5316.0,15.4,345.1,0.0,3.0,0.01932,0.0021399999968707,9.0,0.0,3.0,50.0,4.4,9.0,26.2,0.0,0.0,0.0,0.0,1.174,,
42,3,3258,35.62208197873524,-18.60757115573869,SER,0.459161904215053,19.6962,0.0464,17.0914,0.0015,2.9905,0.0066,19.2174,0.0245,16.2282,8.0E-4,3.5665,0.0034,18.7605,0.0306,15.8293,9.0E-4,4.1160,0.0046,18.2660,0.0574,15.6208,0.0017,4.7109,0.0087,16.848719,15.978124,15.549145,15.286484,15.68587,15.770551,13.669768,,0.870595,0.42897892,0.6916399,0.26266098,0.0,,19.9343,19.5055,916r,5000.0,0.0166666666666666,,4.327616576798264,13.088976959990244,31.45866671196059,254.1948963047951,253.2544880158899,43.03401941075462,48.02830810815268,13.22113426238789,19.086263185864727,0.5958970306018608,-2.3357385326345166,0.6083571045949308,-0.0617295957403556,0.2178926020860672,4.30745768319234,0.1375688772693749,0.0599139888495721,0.2212389380530973,0.1259803197544953,0.0287573971452914,0.2473003500986496,0.3287137958942531,0.1799990878461163,11.921818749300169,1.4506158496573145,319.69886320664125,320.0240548444162,0.3922001159563443,0.3954226605151794,0.0,0.0,0.27,0.3462954865095246,1.1950722,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,4659.0,15.4,302.8,0.0,3.0,0.02423,0.0020399999339133,11.9,0.0,3.0,50.0,5.2,11.9,24.7,0.0,0.0,0.0,0.0,0.922,,
42,1,2336,35.59497536377506,-18.60053312510501,SER,0.459161904215053,11.6111,0.0105,17.9814,8.0E-4,0.8429,0.0021,11.3369,0.0061,17.4114,5.0E-4,0.9381,0.0012,11.0754,0.0084,17.2161,6.0E-4,1.0291,0.0017,10.7922,0.0147,17.0718,0.0011,1.1275,0.0031,17.97059,17.42623,17.222483,17.051096,17.25965,17.680092,15.466007,15.262121,0.5443611,0.2037468,0.3751335,0.17138672,0.0,,19.8377,19.4909,917r,5000.0,0.0166666666666666,,3.936232091477913,7.714047287211891,13.992262770466224,103.20609319111804,103.70905978011515,17.61365204454009,25.386563387723875,8.062634888053653,11.758531026868898,0.5043937056431036,-1.6740270552335774,-0.3031504077897677,-0.0603399920907947,0.3021291196346283,2.7540362735497377,0.1065804056681271,0.0449208551426162,0.0,0.0,0.0457657783839483,0.1934137369234682,0.2339380028172168,0.2081814539722321,10.791828952481156,0.8091664970595962,319.97513932023014,320.1964208246627,0.6275781076485564,1.4499295440210824,0.0,0.0,0.27,0.3462954865095246,1.1950722,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,1488.0,15.4,96.7,0.0,3.0,0.02564,0.0020399999339133,12.6,0.0,3.0,50.0,4.7,12.6,46.3,0.0,0.0,0.0,0.0,0.922,,
42,4,3594,35.63122868521299,-18.60207774928939,SER,0.459161904215053,10.3847,0.0128,17.3467,9.0E-4,1.7099,0.0028,10.7611,0.0069,16.7694,5.0E-4,1.8714,0.0015,11.1203,0.0106,16.4324,7.0E-4,2.0255,0.0020,11.5091,0.0193,16.2946,0.0012,2.1924,0.0037,17.291853,16.766703,16.455746,16.334951,16.43024,16.599762,13.70598,12.412246,0.5251503,0.31095695,0.43175125,0.1207943,0.0,,19.9968,19.2693,918r,5000.0,0.0166666666666666,,4.131575562193533,9.28467297966378,16.45374517057888,174.18033080938818,174.29867633456757,20.57787379585649,22.231188361995795,9.558432412186551,10.222734330784418,0.5048529194942846,-1.9388658556864813,-0.1173440105125598,-0.0966979636410792,0.3009674251079559,3.0007453343792587,0.1217446647576809,0.0064454617343688,0.0017006802721088,0.0,0.0186670116987151,0.1631872899819273,0.2149404679485143,0.1862618234395742,9.163462506059192,0.9652435946054324,319.6828537734636,319.6660026081792,0.1291185318537768,0.0518656306246659,0.0,0.0,0.27,0.3462954865095246,1.1950722,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2706.0,15.4,175.9,0.0,3.0,0.02221,0.0020399999339133,10.9,0.0,3.0,50.0,4.7,10.9,39.3,0.0,0.0,0.0,0.0,0.922,,
42,2,2759,35.60840428793767,-18.60140420008656,PSF,0.459161904215053,*0.0150*,*0.1195*,20.5826,5.6094,0.5330,0.6370,0.6114,0.0543,20.857,0.0052,1.8866,0.3232,1.1804,0.0398,20.9907,0.0147,3.1782,0.2804,1.7964,0.1024,21.136,0.0291,4.5763,0.5820,20.602982,20.90748,21.183653,21.450146,,,,14.666035,-0.30449867,-0.27617264,-0.5426655,-0.26649284,0.0,,19.6556,19.8017,919r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,masking_sources,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.922,,
43,3,324,36.23039555650625,-27.2663842386504,SER,0.548780558904024,11.4189,0.0058,17.4865,5.0E-4,0.5541,0.0012,10.9518,0.0036,16.8518,3.0E-4,0.6592,0.0007,10.5062,0.0047,16.6013,4.0E-4,0.7595,0.0009,10.0237,0.0080,16.4412,7.0E-4,0.8680,0.0017,17.4682,16.858816,16.59652,16.397816,16.698591,17.201504,15.44396,,0.60938454,0.26229668,0.46100044,0.19870377,0.0,,19.8664,19.5031,494r,5000.0,0.0166666666666666,,3.816236578034524,8.033656421227226,14.506726802029537,139.77107669287065,138.83735497383282,18.900076209770702,22.49999936012181,9.201793825581731,12.265851809268918,0.5648428915620551,-1.3197701489110871,-0.2494269735724437,0.0487464119477934,0.3573485314846039,2.899670712039783,0.0808644631939918,0.0581300017582712,0.0,0.0,0.2107192311309039,0.3435638726165476,0.92631443654155,0.3042118060892974,10.375893853521957,0.6566172445922454,319.7523646272428,319.67138152381415,0.4949937517808873,0.8452572894192354,0.0,0.0,0.27,0.3462954865095246,1.3069936,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1543.0,18.4,83.8,0.0,3.0,0.0252,0.0021699999924749,11.6,0.0,3.0,50.0,4.5,11.6,59.4,0.0,0.0,0.0,0.0,1.1,,
43,1,10448,36.20420687265285,-27.2753540644782,SER,0.548780558904024,13.5082,0.0186,18.1787,0.0013,0.6858,0.0022,13.3445,0.0132,17.8007,0.0011,0.7181,0.0013,13.1884,0.0206,17.6664,0.0018,0.7489,0.0023,13.0193,0.0338,17.6022,0.0031,0.7823,0.0040,18.195684,17.82043,17.679014,17.597715,18.363697,18.68818,16.323889,,0.37525368,0.14141655,0.22271538,0.08129883,0.060526,,19.9078,19.7127,495r,5000.0,0.0166666666666666,,6.526525258440548,13.28454929540164,20.817294221128787,68.7630821295686,68.68985600564999,28.097448570640093,29.124665208521968,13.30924334985836,13.969237344059607,0.5075295646196979,-1.5448282633888766,-0.3771626686040044,-0.039276859637553,0.1450532674789428,2.5187112861429792,0.2184531452016133,0.0243887353138933,0.0348837209302325,0.0649059498672219,0.1310505728879687,0.2456186086222598,0.5436540400906704,0.0524731352496245,11.850557192744702,0.4413775965351956,317.5619175850137,320.1733878522878,0.0736372544428672,0.5450956427179943,0.0,0.0,0.27,0.3462954865095246,1.3064394,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2167.0,18.4,117.8,0.0,3.0,0.01727,0.0021399999968707,8.1,0.0,3.0,50.0,4.3,8.1,22.6,0.0,0.0,0.0,0.0,1.1,,
43,2,10608,36.2089162292208,-27.28800563203144,SER,0.548780558904024,15.9927,0.0109,17.4555,7.0E-4,0.4921,0.0010,15.8982,0.0086,16.9144,6.0E-4,0.6544,0.0006,15.8080,0.0134,16.7017,9.0E-4,0.8092,0.0012,15.7103,0.0215,16.5649,0.0015,0.9769,0.0021,17.493546,16.960829,16.74528,16.594202,17.006382,17.621103,15.202685,12.484599,0.53271675,0.21554947,0.36662674,0.15107727,0.060465,,19.5058,19.0922,496r,5000.0,0.0166666666666666,,7.26021763795966,13.70318610141472,21.52760736112409,151.67879322558122,151.72965439238655,27.06861478395326,30.95285344384854,13.722606161729797,15.31985017100225,0.4358183475088666,-1.6832392075327458,-0.6362144090109174,-0.1295100858132737,0.2274595648050308,2.3602306207419472,0.0794303846827189,0.0096436629542687,0.0333745364647713,0.0486488938469979,0.0507884825031264,0.1007178904449404,0.146896321063377,0.0980404463206885,14.432827917815164,0.4156138907459087,320.0137246393757,319.336952183886,0.1749582477943706,0.8998081499126432,0.0,0.0,0.27,0.3462954865095246,1.2967265,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2890.0,18.1,159.5,0.0,3.0,0.03332,0.0021500000730156,15.5,0.0,3.0,50.0,5.8,15.5,40.7,0.0,0.0,0.0,0.0,1.1,,
43,4,610,36.23801027176443,-27.29013761456291,DEV,0.548780558904024,9.5144,0.0579,18.0931,0.0029,3.8990,0.0197,11.4090,0.0435,17.362,0.0018,4.5780,0.0129,13.2166,0.0765,16.8335,0.0026,5.2258,0.0177,15.1734,0.1267,16.7525,0.0037,5.9271,0.0294,18.310064,17.81107,17.360723,17.33785,16.92961,16.81441,14.503332,12.221037,0.49899483,0.450346,0.47321892,0.022872925,0.2141,,19.9624,19.3396,497r,5000.0,0.0166666666666666,,4.464285872829862,7.901079813864544,12.666153209092217,89.79870654603567,89.0188125367696,16.192494000903693,18.686772120538723,8.004721783425605,10.160212169678015,0.470752663495656,-1.3722608236762184,-0.6787975648888835,-0.0516991176302949,0.3178061246871948,2.264463699179515,0.595117820391107,0.056372946010437,0.4270833333333333,0.3130862613082638,0.2515463219669437,0.2287107612236803,0.3819849932431311,0.1366241584095352,10.029272260573183,0.3111205540469201,321.7747945231483,317.1629316807888,0.4304635727622243,1.765229493500727,1.0,0.0,0.27,0.3462954865095246,1.2110183,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1082.0,15.8,68.5,0.0,3.0,0.03636,0.0021800000686198,16.7,0.0,3.0,50.0,4.7,16.7,57.9,0.0,0.0,0.0,0.0,1.1,,
44,4,2724,37.04655256184891,-61.06382776763845,PSF,0.590496342176869,22.1243,0.0458,16.8928,0.0011,3.6991,0.0060,23.3080,0.0300,16.7209,8.0E-4,3.2428,0.0041,24.4374,0.0368,16.8137,0.001,2.8074,0.0038,25.6600,0.0601,16.6245,0.0016,2.3361,0.0052,21.64413,21.4338,21.418667,21.445297,,,17.315737,,0.21033096,0.015132904,-0.011497498,-0.026630402,0.0,,17.9819,17.8752,26r,5000.0,0.0166666666666666,,3.764372773280677,8.660728570370203,21.882318750384364,153.34897734136192,153.95235566421647,27.764915260938565,52.962583352852455,10.324747599178536,20.65051600636396,0.6975558405791714,-1.8213235968965549,0.755078663516211,0.1104163022047586,0.2101608961820602,3.8220035815337887,0.2339540222671467,0.0719236051963532,0.0639386189258312,0.1925499605913893,0.0697960747099115,0.4226222233132121,0.3443843409851479,0.2177478466758773,14.201861051525617,1.174938499280978,319.04029878486153,317.8125607662515,0.7519891682732626,1.4228191108672987,2.0,0.0,0.27,0.3462954865095246,1.3077585,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,2411.0,18.4,130.9,0.0,3.0,0.02538,0.0021800000686198,11.6,0.0,3.0,50.0,4.8,11.6,32.0,0.0,0.0,0.0,0.0,0.579,,
44,1,1879,37.00344388469802,-61.05258840472386,EXP,0.590496342176869,35.8757,0.0904,17.981,0.0023,0.8851,0.0036,36.0868,0.0601,17.7079,0.0017,0.9630,0.0021,36.2883,0.0883,17.5953,0.0024,1.0374,0.0032,36.5063,0.1474,17.5037,0.0038,1.1178,0.0057,18.09987,17.813288,17.701035,17.611568,18.58785,19.37717,,,0.28658295,0.11225319,0.20171928,0.089466095,0.0,,19.4877,19.0712,27r,5000.0,0.0166666666666666,,9.472950499995626,21.121670738800223,40.636412362649786,82.25812814665825,79.6485147558956,46.45529899349428,72.71286410131279,22.03136961583611,34.151376358643425,0.5340797823147545,-1.7644966212312978,-0.0935089190286757,-0.0435260458595435,0.1097463741898536,3.162150453905543,-4.017491074937E-4,0.0292258818823513,0.0815822002472188,0.1218068433233251,0.1067654666874125,-0.0761272256884394,0.2287173312598753,0.0312470439234881,28.555930703487,0.5053758978133036,317.21500564959763,320.8602157611714,0.7580103900586835,3.057624667846202,0.0,0.0,0.27,0.3462954865095246,1.3354928,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,2793.0,19.2,145.4,0.0,3.0,0.01662,0.002430000109598,6.8,0.0,3.0,50.0,3.9,6.8,12.6,0.0,0.0,0.0,0.0,0.579,,
44,2,2224,37.02117359439543,-61.05707573446907,SER,0.590496342176869,12.7522,0.0099,17.5379,9.0E-4,0.6793,0.0014,12.6476,0.0058,16.9563,5.0E-4,0.9146,0.0010,12.5478,0.0076,16.6551,6.0E-4,1.1390,0.0013,12.4397,0.0134,16.5061,9.0E-4,1.3820,0.0020,17.530382,16.956348,16.655136,16.490376,16.884642,17.226854,15.007573,,0.57403374,0.3012123,0.4659729,0.16476059,0.0,,19.1319,18.7602,28r,5000.0,0.0166666666666666,,5.614181520390637,12.360800739650482,19.5108103533692,129.03155083350262,128.4609769746982,25.454176753007665,27.39550999813999,12.3401940917587,13.030144026760476,0.5281482308969022,-1.6155913234030803,-0.2260614699419991,-0.028700445365095,0.2263675779104232,2.704944286113133,0.2955746106051344,0.0505548322616879,0.144578313253012,0.1988624753354065,0.1205374240252798,0.4197227684548906,0.347220523231847,0.1230857887267009,10.977165151539396,0.4889072935952402,318.501355437045,319.26256221283654,0.0521608024945962,0.3428317965907218,0.0,0.0,0.27,0.3462954865095246,1.3219019,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2224.0,18.8,118.1,0.0,3.0,0.03129,0.0023199999704957,13.5,0.0,3.0,50.0,5.7,13.5,36.9,0.0,0.0,0.0,0.0,0.579,,
44,3,2423,37.03026081043864,-61.05932427772491,SER,0.590496342176869,8.3803,0.0276,19.3056,0.0028,0.9179,0.0074,8.6266,0.0188,19.1045,0.0022,0.9115,0.0047,8.8615,0.0262,19.075,0.0033,0.9054,0.0060,9.1158,0.0430,18.9939,0.0045,0.8988,0.0101,19.288485,19.11348,19.10548,19.040901,20.059519,21.10667,18.770903,14.494432,0.17500496,0.00799942,0.07257843,0.06457901,0.0,,19.998,20.0206,29r,5000.0,0.0166666666666666,,3.861981204481064,7.448123519182862,12.707387504871424,22.64297401395134,22.69839360695101,16.79047312645169,19.410984954921386,7.442659731177259,8.888646472369002,0.4812854673816794,-1.6438390988536526,-0.4384564409551057,-0.0790210220327951,0.1430423706769943,2.586230589385468,0.155306755730238,0.0302865793641254,0.0043478260869565,0.0,0.1156057049342403,0.1742854267292359,0.2639862399824056,0.0508400750472782,8.091814388629675,0.6053596088927871,319.9569527020326,319.5206183234808,0.3938395844134555,3.0281439582596894,0.0,0.0,0.27,0.3462954865095246,1.3219019,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,720.0,18.8,38.2,0.0,3.0,0.01763,0.0022700000554323,7.8,0.0,3.0,50.0,4.1,7.8,18.5,0.0,0.0,0.0,0.0,0.579,,
45,2,5554,40.45548347271463,-20.81498328999302,SER,1.07624274669349,12.6376,0.0059,15.2309,3.0E-4,2.2183,0.0010,13.4793,0.0040,14.8056,2.0E-4,2.0950,0.0007,14.2824,0.0042,14.6623,2.0E-4,1.9774,0.0005,15.1517,0.0063,14.4926,3.0E-4,1.8501,0.0007,15.171292,14.717767,14.518274,14.478156,14.925564,15.39538,13.364133,12.289783,0.45352554,0.19949245,0.23961067,0.040118217,0.025821,,17.1381,16.6727,859r,5000.0,0.0166666666666666,,5.417446900828176,12.355378567508197,26.17351937192206,1186.504651214364,1192.1733197603849,32.55647593482945,36.49097548337452,14.633347162992038,16.01634802995704,0.5545098693396995,-2.0138415882596425,0.1804160738954445,-0.0579592101217878,0.4743233025074005,3.420337299340756,0.1180224380968665,0.0180291780996087,0.0288531775018261,0.018253146724002,0.0256263463992734,0.2468011806024435,0.6859196353582363,0.4876598322422517,13.930694447235735,1.5950355855436107,320.1405408655914,319.98602106543206,0.1705755562038822,0.0130170777435719,0.0,0.0,0.27,0.3462954865095246,1.1945624,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,11175.0,15.4,726.9,0.0,3.0,0.026,0.0020800000056624,12.5,0.0,3.0,50.0,5.1,12.5,53.7,0.0,0.0,0.0,0.0,0.714,,
45,1,5289,40.44927762952605,-20.79883391234892,SER,1.07624274669349,60.4358,0.0535,15.6228,8.0E-4,1.0373,0.0011,59.3459,0.0360,15.1959,6.0E-4,1.1266,0.0007,58.3059,0.0422,15.045,7.0E-4,1.2117,0.0008,57.1802,0.0669,14.9596,0.001,1.3039,0.0014,15.775217,15.297591,15.075487,14.994417,15.857977,16.547857,,15.598696,0.47762585,0.22210407,0.30317402,0.08106995,0.01016,,17.2533,17.1131,860r,5000.0,0.0166666666666666,,21.50191184576859,45.19439370226692,78.01414336746835,727.922614537077,726.1469956752342,100.6150464648204,119.83911782854878,44.86388608314783,52.73456722047791,0.4829637501144142,-1.8313498441121023,-0.3002039949639625,-0.1034235157183122,0.1320888549089431,2.7984813355174576,0.1698940794109948,0.0559701227746034,0.0553608969866853,0.0886573630861047,0.0424625250131821,0.2331955119731061,0.1700499844043791,0.0397090349575068,45.768141613432,0.6121757865414901,321.631477726616,320.7233033096402,0.2600154758176606,2.2902808332215074,0.0,0.0,0.27,0.3462954865095246,1.2195814,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,25745.0,16.0,1606.6,0.0,3.0,0.01621,0.0020699999295175,7.8,0.0,3.0,50.0,4.8,7.8,17.4,0.0,0.0,0.0,0.0,0.714,,
45,3,5775,40.46024699097511,-20.81220742929486,SER,1.07624274669349,38.4492,0.0434,15.7458,8.0E-4,2.4606,0.0025,38.0166,0.0294,15.3436,5.0E-4,2.3253,0.0016,37.6039,0.0280,15.2483,6.0E-4,2.1962,0.0014,37.1571,0.0412,15.0967,8.0E-4,2.0564,0.0020,15.932407,15.510652,15.303941,15.249916,15.468218,15.819791,13.573606,11.854317,0.4217558,0.20671082,0.2607355,0.054024696,0.0,,17.9027,17.3259,861r,5000.0,0.0166666666666666,,24.1934194824504,44.50224644301766,73.03237236265805,1069.2794506479945,1028.3961418063411,91.3049985555785,117.40676638469326,47.37005893313099,62.69735200607722,0.6605143387899745,-1.1645792548341127,0.116599400610414,0.165032678980133,0.2101689428091049,2.3990907638166843,0.7691492612284561,0.1974970246704654,0.3418560606060606,0.1381035480671349,0.4826337200807126,0.7060005244088744,0.9150984601485304,0.1730755891985647,33.07807627148612,1.4576111883211689,322.04057187432755,318.9628933236421,0.765640241485017,2.7859590796323013,0.0,0.0,0.27,0.3462954865095246,1.1857935,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,18278.0,15.1,1206.6,0.0,3.0,0.02018,0.0020800000056624,9.7,0.0,3.0,50.0,4.8,9.7,35.4,0.0,0.0,0.0,0.0,0.714,,
45,4,6338,40.47213910499156,-20.81537556564252,SER,1.07624274669349,29.1698,0.0785,17.4588,0.0022,1.3377,0.0038,29.8624,0.0532,17.0537,0.0015,1.3001,0.0024,30.5232,0.0602,16.8818,0.0019,1.2643,0.0025,31.2385,0.0941,16.7686,0.0026,1.2254,0.0041,17.538313,17.149338,16.949741,16.909422,17.712488,18.497856,20.21721,15.985425,0.38897514,0.1995964,0.23991585,0.040319443,0.0,,20.1531,19.7776,862r,5000.0,0.0166666666666666,,9.56560674981258,19.61284963800131,36.488959588677815,136.71170622470268,138.96489377017062,44.55127039628515,62.889529332300185,25.381790726424864,31.43914901446157,0.5524083543454281,-1.6420185575631416,-0.0876597855988734,-0.0083563086993028,0.1137197464704513,2.90724478897032,0.1133428343839117,0.0054334135352711,0.0528735632183908,0.5927737075976042,0.1055368628723724,-8.145155194474E-4,0.7087077344549477,0.0367756619143448,21.5074109651299,0.7869527220969984,319.809042573472,321.20072332015013,0.4139316414339489,0.20080020456574,0.0,0.0,0.27,0.3462954865095246,1.1945624,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,4462.0,15.4,290.2,0.0,3.0,0.01435,0.0020200000144541,7.1,0.0,3.0,50.0,4.2,7.1,17.1,0.0,0.0,0.0,0.0,0.714,,
