Group,Gal,ID,ra,dec,type,CHI2NU,RE_g,e_RE_g,MAG_g,e_MAG_g,n_g,e_n_g,RE_r,e_RE_r,MAG_r,e_MAG_r,n_r,e_n_r,RE_i,e_RE_i,MAG_i,e_MAG_i,n_i,e_n_i,RE_z,e_RE_z,MAG_z,e_MAG_z,n_z,e_n_z,mag_g,mag_r,mag_i,mag_z,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z,zmemb,gmemb,FUV,NUV,GAL,radvel,z,mag,r20,r50,r80,flux_c,flux_e,rpetro_c,rpetro_e,rhalf_c,rhalf_e,Gini,M20,F(G_M20),S(G_M20),SN_per_pixel,C,A,S,M,I,D,Ao,As,Ser_A,Ser_R,Ser_n,Ser_xc,Ser_yc,Ser_ellip,Ser_theta,flag_morph,flag_sersic,ima_sc_pix2arc,ima_sc_arc2kpc,psf_arcsec,size_image_phy_kpc,zp_ima,eta,petro_extent_cas,snr,area_min,debleding,area_min_deblend,skybox_x,skybox_y,sky_method,nsigma,npixels,dilate_size,mask_stars,fwhm,threshold,roundlo,roundhi,sharplo,aper_stars,aper_fact,aper_center,aper_ellip,aper_pa,dr,View,area_segmap_pix,area_psf_pix,ratio_segmap_psf,flag_area,flag_area_th,SN_gal,bck,ratio_SN_gal,flag_SN,flag_SN_th,perc_SN_flag,perc_20_SN_gal,perc_50_SN_gal,perc_80_SN_gal,flag_image,flag_bck,flag_object,flag_statmorph,r_theta,Rij,sigmalos
108,2,2270,174.2546993891416,12.45710497774324,EXP,0.391149589437195,16.0433,0.0180,17.8078,0.0012,0.6712,0.0023,15.1124,0.0119,17.1294,0.001,0.8687,0.0014,14.2243,0.0145,16.7606,0.001,1.0571,0.0021,13.2628,0.0234,16.5954,0.0015,1.2610,0.0036,17.867785,17.15762,16.755955,16.536867,16.019241,16.20826,13.96501,12.760354,0.710165,0.40166473,0.62075233,0.2190876,0.0,,20.0542,19.4947,82r,5000.0,0.0166666666666666,,4.725583892570623,9.867964532234389,16.639689700338245,136.2380014297682,135.4726730471623,21.056490861631666,27.55225719252794,10.188309370866904,13.479934254195806,0.4894766519712459,-1.508186444263131,-0.4919173668679826,-0.0520560303010417,0.3073357343673706,2.733448728507176,0.1480329307825127,0.0216102081813174,0.0508670520231213,0.4220669029333194,0.0189843496354284,0.2185439059706409,0.2674558711200221,0.2092577209541945,12.958507416499078,0.6116931344068012,319.9767929653861,320.1315404535049,0.6577976898346858,1.752650708372728,0.0,0.0,0.27,0.3462954865095246,1.1179297,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,1318.0,13.5,97.9,0.0,3.0,0.0537,0.0055599999614059,9.7,0.0,3.0,50.0,4.3,9.7,25.8,0.0,0.0,0.0,0.0,0.557,,
108,4,2468,174.2654179415284,12.45811032280742,SER,0.391149589437195,8.1122,0.0157,18.5786,0.0016,0.6622,0.0040,7.8499,0.0140,18.3467,0.0021,0.8389,0.0033,7.5997,0.0215,18.113,0.0025,1.0075,0.0062,7.3287,0.0332,18.175,0.004,1.1900,0.0102,18.59551,18.36406,18.115534,18.153278,18.20856,18.330889,16.488573,13.649188,0.23145103,0.24852562,0.2107811,-0.037744522,0.0,,19.6762,19.369,83r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,masking_sources,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.557,,
108,1,2113,174.24678039408,12.44827886776981,SER,0.391149589437195,9.7677,0.0186,17.3504,0.0014,1.7087,0.0048,9.3286,0.0118,16.8279,0.0011,2.0371,0.0032,8.9097,0.0173,16.5579,0.0014,2.3504,0.0053,8.4562,0.0294,16.4815,0.0023,2.6895,0.0090,17.37456,16.822659,16.517056,16.379114,16.513157,16.8395,14.188706,,0.55190086,0.30560303,0.4435444,0.13794136,0.118659,,19.5185,19.0055,84r,5000.0,0.0166666666666666,,3.6422449270555104,8.232748532959949,15.993413731129708,162.0774289813947,161.86862865611957,20.93631996578153,21.25055344698213,8.637116069858799,9.176766932039367,0.5556385288969885,-1.939438326412368,0.1344414782438638,-0.0464997837633005,0.2874517738819122,3.212860125003861,0.1223594067781532,0.0038726194373375,0.0234215885947046,0.0090034395357619,0.0363670621547109,0.1260033801291576,0.4976749663349971,0.2266114693568862,7.173090793361361,1.1485897299162853,320.08439561218927,319.3433019430165,0.0638333690006895,2.3010782043695013,0.0,0.0,0.27,0.3462954865095246,1.1179297,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1703.0,13.5,126.5,0.0,3.0,0.03646,0.0054799998179078,6.7,0.0,3.0,50.0,3.8,6.7,19.8,0.0,0.0,0.0,0.0,0.557,,
112,2,4984,179.0601589568412,25.35415458397431,SER,0.935985100137755,21.7753,0.0158,17.259,7.0E-4,0.5907,0.0017,21.4169,0.0110,16.8053,6.0E-4,0.7773,0.0009,21.0749,0.0178,16.6415,7.0E-4,0.9554,0.0016,20.7047,0.0298,16.5128,0.0013,1.1481,0.0030,17.231037,16.78926,16.566483,16.484297,16.962975,17.513664,15.96389,15.658386,0.44177628,0.22277832,0.30496407,0.082185745,0.032261,,19.655,19.0283,276r,5000.0,0.0166666666666666,,5.652969652621956,12.781258698576364,23.99994114901049,180.6527511850641,179.31303996404353,32.44913628389468,39.14719041087478,12.77832289100134,19.91636815881059,0.5012280706889306,-1.581878934457282,-0.3826789485108968,-0.0506653819075209,0.312098354101181,3.1396676138219566,0.1616577007174872,0.0644866028582009,0.1019108280254777,0.2989201666066332,0.2256812686451142,0.1310200343270257,0.1615845855117399,0.250341217296554,19.80500117913184,0.3813726872118381,318.6818526472239,320.3643632833748,0.8027540015065144,2.9075191485444765,0.0,0.0,0.27,0.3462954865095246,1.3490138,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,1880.0,19.6,95.9,0.0,3.0,0.04597,0.0030499999411404,15.1,0.0,3.0,50.0,4.9,15.1,51.2,0.0,0.0,0.0,0.0,1.176,,
112,3,5150,179.0770475564919,25.38753934169403,PSF,0.935985100137755,*0.2748*,*0.0417*,18.5508,0.0017,3.0613,0.5335,*0.2371*,*0.0305*,18.2945,0.0012,2.3969,0.3972,*0.2011*,*0.0511*,18.3019,0.0011,1.7630,0.6473,*0.1621*,*0.0843*,18.5615,0.002,1.0769,1.0596,18.529142,18.278341,18.278133,18.522087,17.514551,16.818687,15.699781,14.353206,0.2508011,2.07901E-4,-0.2437458,-0.2439537,1.03799,,19.8295,18.87,277r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,masking_sources,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.176,,
112,4,7808,179.0866581864632,25.37512277106457,DUP,0.935985100137755,43.5036,0.0416,15.3707,7.0E-4,2.2463,0.0021,40.9516,0.0233,15.0001,4.0E-4,2.4002,0.0011,38.5167,0.0348,14.8987,6.0E-4,2.5471,0.0018,35.8809,0.0627,14.8235,0.0012,2.7061,0.0033,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,,,,,0.015781,,17.2127,16.8351,278r,5000.0,0.0166666666666666,,7.892745245655184,21.137102699870635,40.58641872727812,791.844665900855,800.7569078320934,49.70092817399055,81.70591127937318,23.220337802658616,34.79311463222249,0.5704071494696468,-2.095813671979609,0.3159142645566204,-0.0536150224302152,0.2742046117782593,3.555763231726428,0.13891384932089,0.0272266298004661,0.0128877238968982,0.2704329671347402,0.0410169079309194,0.2547980411360185,0.2249483675058514,0.188105090157981,29.562821452318637,1.0471782630565825,321.6337567520413,319.2864186628752,0.6498660043493301,0.4481376091892687,0.0,0.0,0.27,0.3462954865095246,1.4009271,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,11079.0,21.1,524.0,0.0,3.0,0.02897,0.0030700000934302,9.4,0.0,3.0,50.0,4.7,9.4,28.2,0.0,0.0,0.0,0.0,1.176,,
112,1,4458,179.0536781221025,25.37739731079984,SER,0.935985100137755,3.7353,0.0239,20.0902,0.0044,1.0436,0.0388,3.7229,0.0205,20.2111,0.0059,1.2650,0.0363,3.7111,0.0380,20.0337,0.0085,1.4763,0.0640,3.6983,0.0619,20.2798,0.0197,1.7049,0.1018,20.078197,20.21392,20.052935,20.249739,21.2584,22.756695,17.957031,14.241937,-0.13572311,0.16098595,-0.0358181,-0.19680405,0.0,,19.8482,20.5002,279r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,masking_sources,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.176,,
113,2,5692,179.184889270458,22.50433755604412,REX,0.488832436682138,2.3921,0.0692,19.2572,0.072,0.9056,0.1163,2.3423,0.0787,20.5609,0.0775,0.9980,0.1411,2.2947,0.0917,19.8217,0.0812,1.0862,0.2012,2.2432,0.1084,21.3839,0.0863,1.1817,0.2805,21.891356,21.727165,21.549973,21.728453,20.303368,20.341232,16.858854,,0.16419029,0.17719269,-0.0012874603,-0.17848015,0.0,,20.2318,20.0994,687r,5000.0,0.0166666666666666,,2.709024030809825,5.2455548926646,9.310397501672195,66.60520464453842,66.91143752638763,11.8845153576096,15.18467926341486,5.43305583447429,7.114782378265921,0.4879356504806227,-1.7260783655507528,-0.3485462227942459,-0.0838685988357382,0.3501394093036651,2.680776828931849,0.0301464653118879,0.053938682217131,0.0,0.0,0.034030036564645,0.0502407839049808,0.2416068447162981,0.3572234125695193,5.920511538692635,1.005860004571996,318.178244473734,316.21519377025345,0.5780892184493436,1.2533390045589536,0.0,0.0,0.27,0.3462954865095246,1.4833848,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,591.0,23.7,24.9,0.0,3.0,0.04866,0.0052499999292194,9.3,0.0,3.0,50.0,4.3,9.3,29.7,0.0,0.0,0.0,0.0,0.367,,
113,3,106,179.192067392811,22.50270437859443,PSF,0.488832436682138,7.0045,0.0206,18.9889,0.0052,0.5601,0.0080,6.9612,0.3081,21.5745,0.0375,0.9786,0.1548,6.9200,0.6019,21.5258,0.0606,1.3779,0.3025,6.8754,0.9202,22.3346,0.1474,1.8101,0.4624,21.397043,21.854809,22.20038,22.476612,,,,,-0.45776558,-0.34557152,-0.6218033,-0.27623177,0.0,,19.9486,19.3713,688r,5000.0,0.0166666666666666,,3.6865414397447576,7.205631868050511,12.549960161963918,49.16760888411642,49.34500741028127,15.569254398887368,22.13557615770436,7.458816146762647,10.824162712038287,0.4945503516409814,-1.1794097219460742,-0.6946448220685122,-0.0013331032259327,0.248173251748085,2.660116135609746,0.1648220996683419,-0.0317038194420501,0.0050251256281407,0.0,0.1897213146282988,-0.0414260666131474,0.5304030797676971,0.1933946222371472,9.709294568269565,0.4505698093934164,325.91552770582985,314.29821466992627,0.7332902426831823,2.380189880405001,0.0,0.0,0.27,0.3462954865095246,1.4826553,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,590.0,23.7,24.9,0.0,3.0,0.0456,0.0052200001664459,8.7,0.0,3.0,50.0,4.1,8.7,23.7,0.0,0.0,0.0,0.0,0.367,,
113,1,5646,179.1824473723358,22.49848049142986,SER,0.488832436682138,10.3348,0.0435,17.817,0.0028,2.3595,0.0120,10.1537,0.0249,17.4185,0.0019,2.3939,0.0067,9.9809,0.0375,17.2096,0.0026,2.4267,0.0098,9.7938,0.0669,17.1147,0.0048,2.4621,0.0177,17.746485,17.367786,17.152142,17.093884,17.572206,17.87561,15.729706,13.320156,0.37869835,0.21564484,0.2739029,0.058258057,0.08939,,19.8022,19.3868,689r,5000.0,0.0166666666666666,,4.010500225580979,9.193035439106463,18.23970342802229,101.78214532294731,99.56396979515124,23.720567711053118,29.1086164956272,9.69793080850902,13.126800320311547,0.5258465941460524,-1.936297693419226,-0.0152050574375168,-0.0755572511806805,0.2223759442567825,3.289096137253761,0.0673396364888536,-0.0172644358910176,0.0157894736842105,0.0337442843076239,0.0285724962793052,0.1004038628222918,0.2691323089648212,0.1357531855038488,9.61133942257931,1.000362376104566,320.302636216369,320.0373351606113,0.4715722370827547,1.125005542974551,0.0,0.0,0.27,0.3462954865095246,1.4833848,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1395.0,23.7,58.8,0.0,3.0,0.03608,0.0051099997945129,7.1,0.0,3.0,50.0,3.9,7.1,15.9,0.0,0.0,0.0,0.0,0.367,,
113,4,155,179.1949307790319,22.4979081304064,SER,0.488832436682138,8.2355,0.0342,18.3162,0.0032,1.4993,0.0100,8.1373,0.0254,17.8358,0.0026,1.7121,0.0074,8.0436,0.0420,17.6274,0.004,1.9151,0.0126,7.9421,0.0690,17.5074,0.0064,2.1349,0.0209,18.331064,17.846533,17.633516,17.503231,18.065382,18.632727,17.19628,,0.4845314,0.21301651,0.34330177,0.13028526,0.0,,20.1393,19.8345,690r,5000.0,0.0166666666666666,,3.980763237935021,7.954012966355562,14.096485818433596,67.33568813600786,67.29203323605381,17.599726035266784,18.716284346143947,8.01820575597092,8.4980254305237,0.5035952412375928,-1.780888431914209,-0.2330478725573685,-0.0759842032108582,0.2216133177280426,2.745722553741933,0.0403135289394068,0.0376185751126651,0.0065681444991789,0.0,0.0108079038966008,0.055566900970372,0.2273233975969408,0.1275181440559257,7.0849954941956526,0.8039693468531137,319.9743702118389,319.9762363970222,0.1395944684440606,1.2002227177060374,1.0,0.0,0.27,0.3462954865095246,1.4826553,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,956.0,23.7,40.4,0.0,3.0,0.03482,0.0050900001078844,6.8,0.0,3.0,50.0,3.7,6.8,18.1,0.0,0.0,0.0,0.0,0.367,,
117,4,3247,184.4438776336825,20.75444358665416,SER,0.484638346291046,9.8838,0.0118,16.7518,9.0E-4,1.5902,0.0032,9.7642,0.0075,15.9404,7.0E-4,1.9040,0.0020,9.6500,0.0096,15.5946,7.0E-4,2.2034,0.0026,9.5264,0.0161,15.3607,0.0011,2.5275,0.0045,16.793196,15.983173,15.636441,15.389783,15.58434,16.05214,14.680261,12.622754,0.81002235,0.34673214,0.59339046,0.24665833,0.075773,,20.15,19.4451,36r,5000.0,0.0166666666666666,,3.442217016445876,7.727419965067026,13.869751117931113,360.9201573800339,361.055795325947,17.73082752305293,20.09998561875019,7.924976080471955,9.117538619736528,0.4976872795614201,-1.919180775118268,-0.1664556890140107,-0.1010557209756332,0.5221344828605652,3.026152104371826,0.077827419526683,0.033008165879746,0.0,0.0,0.0055234741359542,0.1370650347188341,0.1776036986477185,0.5527903972854478,8.443458963626789,1.0231912258680196,319.8344061515786,319.9515723583903,0.2743664039580286,0.2011178382538455,0.0,0.0,0.27,0.3462954865095246,1.1819984,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1818.0,15.1,120.8,0.0,3.0,0.07496,0.0054299999028444,13.8,0.0,3.0,50.0,5.1,13.8,49.3,0.0,0.0,0.0,0.0,0.567,,
117,2,3051,184.4356191549969,20.74147848383586,REX,0.484638346291046,9.2829,0.0161,17.8554,0.0016,0.8007,0.0035,9.0822,0.0107,17.2671,0.0016,0.9283,0.0023,8.8907,0.0136,16.9215,0.0014,1.0500,0.0031,8.6835,0.0223,16.7741,0.0022,1.1818,0.0053,17.896608,17.280693,16.93564,16.77353,16.897625,17.315397,15.451755,14.517896,0.6159153,0.34505272,0.507164,0.16211128,0.123136,,19.7555,19.4056,37r,5000.0,0.0166666666666666,,4.466249451122968,8.689741118976807,14.258815305049357,114.97914636591966,115.75435018817583,17.93091331866695,20.793277862314746,8.729828152929871,10.3683964741739,0.4352115271935501,-1.743875990882853,-0.5971968787101094,-0.1385393508111019,0.3000688552856445,2.5207023389028613,0.1029219397499147,0.0359407765620411,0.0058708414872798,0.0,0.0436727055858187,0.1502231527082504,0.2383603739203475,0.1861464957862632,8.709468457077461,0.5605799603513126,319.9832217090981,320.1983432267106,0.2392530072762022,0.5522663999144655,2.0,0.0,0.27,0.3462954865095246,1.4205987,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1178.0,21.7,54.2,0.0,3.0,0.0602,0.0053099999204277,11.3,0.0,3.0,50.0,4.9,11.3,26.9,0.0,0.0,0.0,0.0,0.567,,
117,1,2932,184.4295267561779,20.74184531738134,SER,0.484638346291046,6.5754,0.0187,18.434,0.0021,1.1988,0.0087,5.9870,0.0121,17.8015,0.002,1.3271,0.0059,5.4256,0.0108,17.2658,0.0014,1.4496,0.0067,4.8179,0.0163,17.1716,0.0022,1.5821,0.0105,18.515207,17.828012,17.283485,17.125347,16.519659,16.541319,13.849776,12.930223,0.6871948,0.54452705,0.7026653,0.15813828,0.0,,20.2009,20.2715,38r,5000.0,0.0166666666666666,,2.6540328837672584,5.237044918283353,9.363782571056278,73.96271153231632,73.78820703822188,11.86416320850785,13.926946965642072,5.369809741023306,6.664451889186445,0.4817776037638374,-1.6641552047937256,-0.4219413044469529,-0.0813577457401288,0.3769038021564483,2.737725106078259,0.0743552451595297,0.071888942082822,0.0,0.0,0.062568346707451,0.0654766957223679,0.1977302118697249,0.3974918841080048,5.494310784722833,0.8061378320182078,320.327612148408,319.589379425728,0.4903894272310202,2.189966283699954,0.0,0.0,0.27,0.3462954865095246,1.4205987,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,609.0,21.7,28.0,0.0,3.0,0.04969,0.0052999998442828,9.4,0.0,3.0,50.0,4.4,9.4,31.9,0.0,0.0,0.0,0.0,0.567,,
117,3,3151,184.4396815873358,20.7374576257228,SER,0.484638346291046,7.0750,0.0070,17.6235,8.0E-4,0.5065,0.0030,6.9548,0.0045,17.5338,0.0011,0.4793,0.0019,6.8400,0.0055,17.1021,9.0E-4,0.4534,0.0024,6.7158,0.0091,17.2791,0.0015,0.4253,0.0039,17.936834,17.724228,17.342638,17.433516,,,,,0.21260643,0.3815899,0.29071236,-0.09087753,0.121928,,18.4435,17.9494,39r,5000.0,0.0166666666666666,,2.9662551492967117,5.856184156181478,9.88041757855445,108.52238405003754,107.54869247128376,12.62866723077496,14.93015792889908,6.174441385757355,7.55337959047255,0.5080498422818147,-1.2421027478770623,-0.5843760764262127,0.0033170619040849,0.433764785528183,2.612833972641125,0.2752537641234369,0.0237652220552665,0.0588235294117647,0.0,0.22459748941087,0.1963797649294436,0.4517623787276381,0.4452552642681588,6.77850067054163,0.8113353313213665,319.85205170157644,318.9787512041524,0.5978594100526455,1.828341562798228,0.0,0.0,0.27,0.3462954865095246,1.1819984,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,811.0,15.1,53.9,0.0,3.0,0.04514,0.0053099999204277,8.5,0.0,3.0,50.0,3.9,8.5,30.5,0.0,0.0,0.0,0.0,0.567,,
121,1,5794,188.394129750094,19.8514793384073,DUP,0.495626930784194,16.1628,0.0156,16.5537,8.0E-4,1.2182,0.0019,15.8010,0.0096,15.9551,6.0E-4,1.4971,0.0012,15.4558,0.0141,15.722,7.0E-4,1.7633,0.0018,15.0821,0.0242,15.5592,0.0012,2.0514,0.0031,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,,,,,0.073587,,18.937,18.3685,93r,5000.0,0.0166666666666666,,5.381692969261545,11.95977109934587,21.1851464551426,364.4200639903071,363.95134648303326,27.352608754383542,32.60480575846993,12.08737065274349,14.461895185553102,0.5036860582095393,-1.9048547478722253,-0.1466896715873282,-0.0931256123267955,0.3457006812095642,2.9755627672621525,0.2313605522492107,0.0302655179219785,0.0243013365735115,0.0385344490018052,0.0217156064954963,0.3549783513335652,0.2951646195622775,0.2737517246030431,12.741465081243945,0.7937702549308638,319.6514684708075,319.8613056347933,0.3347031230686051,0.6507744451853436,0.0,0.0,0.27,0.3462954865095246,1.1489284,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,3046.0,14.2,214.2,0.0,3.0,0.05826,0.0048000002279877,12.1,0.0,3.0,50.0,4.9,12.1,34.0,0.0,0.0,0.0,0.0,1.17,96.17,76.06
121,3,3966,188.4132149069272,19.87870153643733,SER,0.495626930784194,11.6696,0.0198,17.8709,0.0014,1.0660,0.0032,11.1662,0.0142,17.4501,0.0013,1.1858,0.0023,10.6858,0.0212,17.3095,0.0017,1.3001,0.0038,10.1659,0.0346,17.2183,0.0029,1.4238,0.0063,17.88615,17.442114,17.218866,17.135918,17.483353,17.969524,16.043486,14.873384,0.44403648,0.22324753,0.3061962,0.082948685,0.073886,,19.5194,19.4525,94r,5000.0,0.0166666666666666,,4.218280556480464,8.59447920851566,16.264273486259825,97.01271719729286,96.36657006508386,21.24833887786612,25.331375068561385,8.587423080255089,11.640510215694578,0.4890510322525574,-1.7482712262038365,-0.3276454305905822,-0.0858491785123014,0.2566098570823669,2.9304960363488632,0.1402743228005295,0.0114482000081219,0.0306122448979591,0.0624890767178352,0.025428825850636,0.1932676580632346,0.2870510324496705,0.1625089404273461,9.49893186608093,0.697890564293438,320.08827579270456,319.98698742624833,0.4423011689121904,2.518417490239698,0.0,0.0,0.27,0.3462954865095246,1.1910557,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1164.0,15.3,76.2,0.0,3.0,0.04676,0.0048400000669062,9.7,0.0,3.0,50.0,4.6,9.7,22.5,0.0,0.0,0.0,0.0,1.17,96.17,76.06
121,2,4128,188.4074270292317,19.86575371114036,SER,0.495626930784194,13.0714,0.0082,16.772,6.0E-4,0.9046,0.0013,12.7431,0.0052,16.0232,5.0E-4,1.0700,0.0008,12.4299,0.0069,15.7051,5.0E-4,1.2278,0.0012,12.0909,0.0115,15.4688,8.0E-4,1.3986,0.0020,16.792852,16.050482,15.699966,15.473612,15.334867,15.671789,13.276063,12.383533,0.7423706,0.35051537,0.57686996,0.2263546,0.073425,,19.39,19.1084,95r,5000.0,0.0166666666666666,,4.445873688525588,9.079440233967537,17.367939570423637,331.6281839884766,331.96999694409675,22.59173351421367,26.50261598520415,9.209120722281526,11.781582866678733,0.5504164788969169,-1.7990422900049363,0.0112978775131598,-0.0321545642027384,0.4286763966083526,2.9589558977706787,0.1511447340141874,0.0294286881277311,0.0062370062370062,0.0562050868316231,0.0845056377596128,0.1722737121149715,0.2158449416526273,0.4181310911920159,11.509633678147017,0.7133133290532707,320.03053687221166,320.4367970819227,0.4182722107666343,2.090697768701117,0.0,0.0,0.27,0.3462954865095246,1.1905428,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2149.0,15.3,140.7,0.0,3.0,0.05975,0.0048000002279877,12.4,0.0,3.0,50.0,4.6,12.4,41.9,0.0,0.0,0.0,0.0,1.17,96.17,76.06
121,4,4647,188.4351670354473,19.86523569221862,REX,0.495626930784194,9.2058,0.0416,18.8219,0.004,0.9538,0.0079,8.8325,0.0277,18.3035,0.0033,1.0963,0.0053,8.4763,0.0414,18.1021,0.0043,1.2321,0.0090,8.0908,0.0692,18.04,0.0078,1.3792,0.0154,18.909395,18.357433,18.108734,18.00852,18.149897,18.824993,,,0.5519619,0.24869919,0.3489132,0.100214,0.0,,20.0512,20.109,96r,5000.0,0.0166666666666666,,4.008009456364191,7.990082224326672,13.23020141584699,42.04699985403416,42.0749216528955,17.146816705610572,17.885496790832555,7.945008109276209,8.49017157094338,0.4642585312042876,-1.6673341987486443,-0.5064576708059656,-0.0991435077338167,0.1896515041589737,2.5931885919619946,0.151285499903047,0.0241790104689398,0.0267175572519083,0.0374400790644783,0.1096630649786922,0.1689670237485415,0.3660699075839951,0.0815423508926428,7.430036680234983,0.5605437497363399,319.7689038319292,320.6640975292377,0.1980997492250345,0.6881072718734205,0.0,0.0,0.27,0.3462954865095246,1.145591,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,701.0,14.1,49.6,0.0,3.0,0.03822,0.0053500002250075,7.1,0.0,3.0,50.0,4.2,7.1,13.8,0.0,0.0,0.0,0.0,1.17,96.17,76.06
