GAL,ra,dec,radvel,z,mag,r20,r50,r80,flux_c,flux_e,rpetro_c,rpetro_e,rhalf_c,rhalf_e,Gini,M20,F(G_M20),S(G_M20),SN_per_pixel,C,A,S,M,I,D,Ao,As,Ser_A,Ser_R,Ser_n,Ser_xc,Ser_yc,Ser_ellip,Ser_theta,flag_morph,flag_sersic,ima_sc_pix2arc,ima_sc_arc2kpc,psf_arcsec,size_image_phy_kpc,zp_ima,eta,petro_extent_cas,snr,area_min,debleding,area_min_deblend,skybox_x,skybox_y,sky_method,nsigma,npixels,dilate_size,mask_stars,fwhm,threshold,roundlo,roundhi,sharplo,aper_stars,aper_fact,aper_center,aper_ellip,aper_pa,dr,View,area_segmap_pix,area_psf_pix,ratio_segmap_psf,flag_area,flag_area_th,SN_gal,bck,ratio_SN_gal,flag_SN,flag_SN_th,perc_SN_flag,perc_20_SN_gal,perc_50_SN_gal,perc_80_SN_gal,flag_image,flag_bck,flag_object,flag_statmorph,index
934r,201.1161018028527,1.6446873753394655,5000.0,0.1067,,4.083762255371349,8.113407552221343,13.616503856863153,184.15267293350493,184.18026752713607,16.764063844829927,18.72648437339288,8.55854071780167,9.725252618530442,0.4531484452826833,-1.757104033934958,-0.4992421003337917,-0.1226204998871027,0.3934259712696075,2.6150258130229527,0.0103706278981876,0.0206404095041723,0.0,0.0,0.0205014058489014,-0.0525253907653463,0.2093407409131205,0.2722497251774753,8.62829658903744,0.9166960991390586,319.80438924866894,319.6836045269391,0.2507016600101024,0.7090309613276792,0.0,0.0,0.27,0.3462954865095246,1.3805131,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1809.0,20.5,88.1,0.0,3.0,0.03297,0.0044800001196563,7.4,0.0,3.0,50.0,3.7,7.4,32.6,0.0,0.0,0.0,0.0,934
929r,340.1216626328126,-1.2246816455915537,5000.0,0.132,,4.684291975014454,10.452130277434296,18.347758563271817,99.68971985204944,99.96323554024724,23.386393201931345,26.851814395415666,10.6956310779663,13.466202323408544,0.4675006158493591,-1.90737844041172,-0.3240586923403508,-0.1292999935263636,0.2160411775112152,2.9646952977208176,0.128004167860336,0.0123768944437358,0.0148016577856719,0.0613498808740856,0.0243307970233279,0.3242900858804,0.4238080466326883,0.0970223590950845,10.904748686824975,0.7379586240611998,319.6860742255366,319.5909254447064,0.2935465409344787,1.7969536433002544,0.0,0.0,0.27,0.3462954865095246,1.2121588,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2141.0,15.8,135.2,0.0,3.0,0.02427,0.0021800000686198,11.1,0.0,3.0,50.0,5.0,11.1,27.4,0.0,0.0,0.0,0.0,929
1033r,332.5624069891919,-0.8426777662596202,5000.0,0.1261,,2.9033341370888657,7.001335170233215,15.13092574490988,162.51434267608133,164.57043938240272,18.28261492967721,25.43986380051501,8.623798290641162,10.85999325950936,0.5928031385815121,-2.099223109749234,0.4291371510347046,-0.0319169050594465,0.2857920825481415,3.584842397279097,0.0154201976461889,0.0320172802760792,0.0022753128555176,0.0,0.0229223204300589,-0.0944859597239007,0.2741334672972641,0.1783254623013423,9.576435007571936,2.1629805167437657,319.9988109025944,319.99666320495584,0.4263075640333468,2.25416216724724,0.0,0.0,0.27,0.3462954865095246,1.1508547,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2929.0,14.3,205.3,0.0,3.0,0.01851,0.0023499999660998,7.9,0.0,3.0,50.0,4.1,7.9,20.4,0.0,0.0,0.0,0.0,1033
1064r,147.95953217399284,7.625073827848077,5000.0,0.1365,,4.356994006262111,12.443376433117008,27.752750341358347,463.0453582929259,468.5897674438577,33.406791885799315,41.0730765088169,14.472833258152338,17.150908535193864,0.5895387925797355,-2.271323344829343,0.5322441012364258,-0.0590705402773405,0.2762660086154938,4.020595331824815,0.011742110521494,-0.0003288262506302,0.0044715447154471,0.0072895387948362,0.0089289146495736,0.0221415508514723,0.1894118423254604,0.1967601131999458,14.001471711248035,2.081533388068805,319.34214899427263,320.1146513455465,0.3379183620398157,1.586613687989286,1.0,0.0,0.27,0.3462954865095246,1.1517849,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,5745.0,14.3,402.0,0.0,3.0,0.0284,0.0044900001958012,6.3,0.0,3.0,50.0,3.7,6.3,16.3,0.0,0.0,0.0,0.0,1064
387r,203.57535667255263,-1.4254910483399588,5000.0,0.0493,,8.213082110279162,16.656398394890683,26.204919435589883,143.72615892783284,143.75345379143047,32.762334078914286,33.49325624728808,16.71536672725789,17.11467665378295,0.4340642966734381,-1.5896807550327017,-0.7097329682288191,-0.1182419712428417,0.1865279525518417,2.519383320690004,0.1523996790427774,0.0317661959931775,0.0218390804597701,0.270925851756516,0.0806026426843962,0.137313885330447,0.1685988138847182,0.0572305784871774,16.544325452196063,0.4615411176674748,319.1668638830086,320.6805421224456,0.0592411431649319,2.090689813713735,0.0,0.0,0.27,0.3462954865095246,1.1426605,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,3943.0,14.1,280.3,0.0,3.0,0.02467,0.0017099999822676,14.4,0.0,3.0,50.0,5.2,14.4,28.8,0.0,0.0,0.0,0.0,387
418r,129.18208504994726,30.291460323650224,5000.0,0.0494,,4.914492659879893,9.516390606922911,16.9057562290476,145.55518660739872,145.2103938319808,21.234642533476723,21.81045615620614,10.244947116671622,10.724669693940276,0.4857166489431178,-1.6104533983413412,-0.4396583826810172,-0.0699935399157598,0.2722414433956146,2.682779558299343,0.1614790948755041,0.0121433447329585,0.0057142857142857,0.0,0.1071391351184458,0.2609992419533897,0.3132636144026082,0.1597134146919404,9.102758448564282,0.7750016220709188,321.4341218872155,320.4104094558815,0.1199595921547726,2.9244329246959837,1.0,0.0,0.27,0.3462954865095246,1.3455496,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1756.0,19.5,90.0,0.0,3.0,0.03948,0.0041700000874698,9.5,0.0,3.0,50.0,4.0,9.5,24.4,0.0,0.0,0.0,0.0,418
819r,176.16266817691186,2.918311106538022,5000.0,0.1018,,13.27357204114766,20.381520404625142,28.569249279679365,135.0172088426905,131.66825125195723,35.56946685227848,49.58864838861904,20.510962600653126,26.411922098139183,0.5754636085599613,-1.2300807487109031,-0.259009178771536,0.0717277484035461,0.1733654588460922,1.6645550861168836,0.1455711596441485,0.0781878753351347,0.4718693284936479,0.191356119261753,0.325827551990238,0.1027317234977704,0.2240680795198108,0.0468567195417936,25.00899831110628,0.2266613184906779,337.03055287459546,317.9609501840817,0.6025713819273658,3.068142039318157,0.0,0.0,0.27,0.3462954865095246,1.6156262,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,2723.0,28.1,96.8,0.0,3.0,0.02335,0.0033199999015778,7.0,0.0,3.0,50.0,3.8,7.0,17.6,0.0,0.0,0.0,0.0,819
660r,198.0910244765005,4.983551513093558,5000.0,0.0968,,2.654943318449729,5.271093492082065,9.623251806958075,84.4298975190452,85.03068249624621,11.886414436576509,14.640945642110642,5.534764214885103,6.582043579598488,0.5159152790002383,-1.6323953781867735,-0.2749693718653865,-0.0431468313577256,0.3553196489810943,2.7963329817136104,0.195817265194,0.0450955232707699,0.0041666666666666,0.0,0.1164952456822357,0.2930637453747708,0.4445300106643547,0.3498936886069029,5.335558145704092,0.9890390815510736,320.8563570697235,319.59122795592145,0.3698643098258806,0.3236526589559606,0.0,0.0,0.27,0.3462954865095246,1.2336749,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,782.0,16.4,47.7,0.0,3.0,0.0415,0.0053199999965727,7.8,0.0,3.0,50.0,3.8,7.8,25.7,0.0,0.0,0.0,0.0,660
242r,219.60498215878525,-0.1889471741809197,5000.0,0.0336,,3.7925677945064216,7.683185798219021,13.555178120928044,132.8237226616025,132.87670100330178,16.863327564493424,21.953346837200478,7.90068843418885,9.580040812751337,0.5142661623018134,-1.7978699556395896,-0.1684586173477877,-0.0677804231551076,0.3114530146121979,2.7658593798009368,0.1534972442903299,0.0344766697110524,0.0301003344481605,0.0367922112331021,0.019189371537827,0.2653956399046508,0.234867983241982,0.2291332990307347,8.535116205380517,0.8646408385157871,319.7222710399956,319.94703758751785,0.3392110313232406,1.3414158162599827,0.0,0.0,0.27,0.3462954865095246,1.2369668,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1761.0,16.5,106.8,0.0,3.0,0.02838,0.0019600000232458,14.5,0.0,3.0,50.0,5.9,14.5,52.1,0.0,0.0,0.0,0.0,242
773r,170.97717531573588,8.380221601847909,5000.0,0.1228,,3.4196491056660645,6.417300950488794,10.410336521687244,79.0386414800512,79.07593762134655,13.174847013515963,16.38786834543536,6.4977436412159655,8.2688639319558,0.428308070784603,-1.6549452500337942,-0.6929979913427959,-0.1330123996779405,0.351956844329834,2.4174161188102943,0.0628181536952476,-0.0055420655640939,0.0,0.0,0.0642190209223224,0.0298356928758548,0.199744314829535,0.2626011681040679,7.577383874439103,0.5381107558331457,319.44759206945133,320.53346466810694,0.4598031085404852,2.955400859728277,0.0,0.0,0.27,0.3462954865095246,1.3289417,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,710.0,19.0,37.3,0.0,3.0,0.05799,0.0044900001958012,12.9,0.0,3.0,50.0,4.7,12.9,40.7,0.0,0.0,0.0,0.0,773
1139r,174.35897996854283,4.949554372251495,5000.0,0.1239,,5.756934919168137,12.77091114550838,22.171449337499183,155.83730282658323,156.5378389907327,27.381009769643686,30.88283985404211,12.920458839335272,14.536629702785625,0.4870747600037954,-1.90654059115068,-0.2277473083137922,-0.109805129766187,0.2160557210445404,2.9280138189543448,0.0256904555072151,0.034305095840788,0.0264150943396226,0.0792484986603582,0.0224465975449752,0.017128121881995,0.3143112674173641,0.0998371023965726,11.953202908161083,0.8014043007396459,320.3577290284796,319.91452852437914,0.1298116944847493,3.004608772583633,0.0,0.0,0.27,0.3462954865095246,1.6318606,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2600.0,28.7,90.6,0.0,3.0,0.03418,0.003969999961555,8.6,0.0,3.0,50.0,4.1,8.6,18.4,0.0,0.0,0.0,0.0,1139
512r,197.41662200302108,4.452538803546423,5000.0,0.0461,,6.504321249757551,12.213990733830624,18.917885805945502,146.73475397444625,146.5784613478927,23.568170284596366,25.30660257030601,12.300839438348437,13.366736762680189,0.4176834526620292,-1.6512941706914377,-0.7481200490337896,-0.1430232715907009,0.2557837963104248,2.3183530829907024,0.0490332812623686,-0.0064358673269165,0.019047619047619,0.0,0.0190811848671465,0.0036606177039078,0.2749828899080668,0.1178620077928455,12.266095252511263,0.4303821213784248,320.1636509889656,319.36082062056863,0.1518372742666976,1.53292222261359,0.0,0.0,0.27,0.3462954865095246,1.2411653,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2022.0,16.6,121.8,0.0,3.0,0.04482,0.0043199998326599,10.4,0.0,3.0,50.0,4.1,10.4,25.9,0.0,0.0,0.0,0.0,512
163r,205.64046230273485,3.1986683853447926,5000.0,0.024,,8.62478369864811,17.70030703193802,29.0889318619293,234.2481035765219,235.11422358841364,36.12453319307669,52.65358170272533,19.44454791454261,26.03571568111332,0.5225223634191649,-1.557300246098564,-0.2943052305288285,-0.0261675944227271,0.2022695690393448,2.6398978108409543,0.2158869866864356,-0.0024047001264389,0.0205198358413132,0.3051654244311728,0.1590464692091744,0.3199887637225859,0.6220717480119857,0.1023595828337217,21.65894571416255,0.5677954718361828,323.9490815084978,321.6916051676064,0.5498095933379739,0.6997343477592719,0.0,0.0,0.27,0.3462954865095246,1.6478183,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,3403.0,29.3,116.3,0.0,3.0,0.038,0.0049399998970329,7.7,0.0,3.0,50.0,3.8,7.7,19.5,0.0,0.0,0.0,0.0,163
268r,117.68002608233029,29.76569426645916,5000.0,0.0268,,3.461572108964463,7.380714895204859,14.312841381836815,95.46347526710376,95.0634816534384,18.262371929817583,24.7642749296052,7.624919313547277,11.685589559715671,0.5042593837690478,-1.8518429649551835,-0.1805888756292715,-0.0851893821974132,0.3118308782577514,3.082262377025404,0.0277061419037217,0.0487463792998729,0.0018083182640144,0.0,0.0209381742634141,0.0305238372560851,0.1373434705128766,0.250125677958055,10.625181868129436,0.9540045376827953,320.2523246894385,320.0109261459816,0.7243914700765287,2.0739439446513384,0.0,0.0,0.27,0.3462954865095246,1.4205998,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,1158.0,21.7,53.3,0.0,3.0,0.03304,0.0030199999455362,10.9,0.0,3.0,50.0,4.4,10.9,39.0,0.0,0.0,0.0,0.0,268
1060r,128.94752297602258,26.209332258216637,5000.0,0.1699,,17.971775474519017,30.356289743017868,61.82598277599189,426.9515894939649,389.0664426956212,79.00300817746476,105.85790091572736,42.65259645476364,54.13265887826653,0.6427323467150537,-1.345453852455874,0.1539246359914363,0.1222869377565367,0.1251210123300552,2.682900221745768,0.0978750690703636,0.0197396771865028,0.153936545240893,0.245378559898352,0.2182459564081249,0.351318153696838,1.717538503727141,0.0660826629986455,32.0957936765212,0.6931902361582262,312.8141942323191,299.47480618645807,0.5258701940867163,1.1529795381102346,1.0,0.0,0.27,0.3462954865095246,1.6512213,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,6575.0,29.4,223.8,0.0,3.0,0.02359,0.0034700001124292,6.8,0.0,3.0,50.0,3.9,6.8,17.8,0.0,0.0,0.0,0.0,1060
297r,130.70358166991429,29.396447040377637,5000.0,0.0503,,5.920208963855735,12.17781511450666,21.3758817741984,70.28912903121332,70.89408510718785,28.37104504073036,29.4862572542452,12.081493206134333,12.59607828856262,0.5122385751960512,-1.808574897782075,-0.1710766486165686,-0.0712757213476178,0.1409089118242263,2.7879350132399128,0.060364132010303,0.0338101324217004,0.0063041765169424,0.0074656681412419,0.0426557545651068,0.0868694439764239,0.2568011206596828,0.0567133025368883,10.333119521532952,0.6250339738292904,319.32641302396735,319.0904185357516,0.0731172531027762,0.6192930283533375,1.0,0.0,0.27,0.3462954865095246,1.4151324,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1771.0,21.6,82.1,0.0,3.0,0.02127,0.0031500000040978,6.7,0.0,3.0,50.0,4.0,6.7,14.8,0.0,0.0,0.0,0.0,297
791r,349.3891260132604,-8.816393660903206,5000.0,0.0844,,5.420069521697767,10.745934393527,19.815771131448383,160.344449499199,160.26696958868948,24.681667444510182,28.63625849662408,10.909824592631296,12.11234994521278,0.5319582302486106,-1.803538496202404,-0.0769545824011115,-0.0510532030260097,0.2307841479778289,2.8150306021898555,0.029994765658866,0.0207259568723156,0.0255972696245733,0.0111562438578722,0.0269013918436349,0.0127871690973954,0.2617723273143414,0.1396362242900174,10.608901456933314,0.8856071085475804,320.3175332102836,320.39654794695264,0.174971278116948,1.0989069536627274,0.0,0.0,0.27,0.3462954865095246,1.6129313,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2447.0,28.0,87.3,0.0,3.0,0.02792,0.0040699997916817,6.9,0.0,3.0,50.0,4.0,6.9,20.4,0.0,0.0,0.0,0.0,791
84r,208.59659903414044,4.007059048809084,5000.0,0.0294,,8.502558665913593,19.038729885685605,37.56839345377171,117.39330190139717,117.69083025598567,48.81621806882158,58.551895536202885,19.421564112662946,21.506823290467988,0.6113941564605293,-1.7243806128470176,0.2613968391826029,0.0385913097101884,0.108754426240921,3.226364932315967,0.0340405183166687,-0.0482605035485599,0.1368852459016393,0.0507691801139036,0.099125066070123,0.0164026680262783,0.4999530430359615,0.0351516660378992,20.471970257138988,0.8134869749387663,322.83078117924333,319.49179782163617,0.4545650086258095,2.173443754101027,1.0,0.0,0.27,0.3462954865095246,1.5488844,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,3502.0,25.8,135.5,0.0,3.0,0.0182,0.002769999904558,6.6,0.0,3.0,50.0,4.0,6.6,12.4,0.0,0.0,0.0,0.0,84
412r,62.94920549559728,-5.919946002559602,5000.0,0.0388,,6.163250926633553,12.220337878737617,19.61011074145136,146.6389054143977,146.08887956120805,25.180718315076728,31.86431851391204,12.278062259797148,16.307409615957464,0.4902728099424943,-1.4863214827933249,-0.5031288032088792,-0.0482286042652028,0.25656658411026,2.513350982643771,0.1068571776660093,0.0317232255816225,0.0471380471380471,0.1138422701283698,0.1069177544097619,0.0941083418539851,0.1902118819031759,0.1513492321845486,14.852240009195862,0.4272060468955808,320.3643186974319,319.072139196148,0.4968500174430834,0.6741300491333236,0.0,0.0,0.27,0.3462954865095246,1.1632476,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1780.0,14.6,122.1,0.0,3.0,0.0467,0.0051799998618662,9.0,0.0,3.0,50.0,4.1,9.0,24.9,0.0,0.0,0.0,0.0,412
477r,187.3354301059638,-2.493754795782595,5000.0,0.0313,,6.819359759144542,13.83415412774018,24.807726902591455,305.2776118829812,304.72854646595863,30.62679397324736,45.44393201451769,14.240263547277385,19.527885090843107,0.521323161864168,-1.8351868172460888,-0.1076658844208289,-0.06598103735168,0.2669225335121155,2.804216848999962,0.0640572740603337,0.0035798819835002,0.0107581967213114,0.0076676956907679,0.0148600572354278,0.0968848938797619,0.1489266296857444,0.1826031675254687,17.99313020712605,0.7290314073907598,320.1333407519438,319.9820428980256,0.5419032448015915,1.206805740907145,0.0,0.0,0.27,0.3462954865095246,1.7225395,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,3916.0,32.0,122.5,0.0,3.0,0.03556,0.0038000000640749,9.4,0.0,3.0,50.0,4.7,9.4,29.5,0.0,0.0,0.0,0.0,477
651r,175.35491910543192,7.324982133669827,5000.0,0.0893,,3.509284896370679,7.253486333915814,13.313406290808878,79.70892272263794,79.80886622196505,17.030258250216818,21.629355023234965,7.420502715045874,10.148475418545718,0.4883713426382488,-1.7653519953793162,-0.3191729211428025,-0.0888962981458587,0.2903156876564026,2.8953527926038074,0.0418735706014885,0.0356113669526549,0.001669449081803,0.0,0.0601619502157287,0.0426352656323769,0.2460678213216021,0.2228073915499012,8.890712526081474,0.8071732799628031,320.2169160777198,319.1462222681737,0.62157845602543,2.1634030091551164,0.0,0.0,0.27,0.3462954865095246,1.5506358,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,988.0,25.9,38.1,0.0,3.0,0.03625,0.0038499999791383,9.4,0.0,3.0,50.0,4.1,9.4,29.4,0.0,0.0,0.0,0.0,651
120r,44.14472805635937,-7.1198182536010215,5000.0,0.0175,,11.454430796069072,25.84064593250988,46.17277073062033,295.027861097574,294.35755679548845,63.37783140264279,69.1663946343105,26.01473075549299,30.63192421061191,0.5164367616603792,-1.8733611879607543,-0.1053987265243199,-0.0761248110827694,0.1385319083929062,3.02706211860856,0.0818757989421588,0.0020941261784664,0.0316921335597057,0.0495276523940097,0.0477102084362289,0.1118040816265626,0.1977080500859563,0.0460139543468152,25.918609728351072,0.7647439908289202,321.6997203648215,319.00924508338244,0.2477408518652423,0.7817858705530378,0.0,0.0,0.27,0.3462954865095246,1.4904253,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,10132.0,23.9,423.4,0.0,3.0,0.01595,0.0019000000320374,8.4,0.0,3.0,50.0,4.2,8.4,19.0,0.0,0.0,0.0,0.0,120
318r,133.38561084413672,1.0141018910471782,5000.0,0.0518,,6.8982436162545335,16.318537029494767,32.233972812553475,90.03900934791544,82.28554499951785,43.36444845847566,51.94837361146866,16.387564745781564,26.95734931184401,0.4794560585366781,-1.9697859005970824,-0.2216308811296645,-0.1261387422316831,0.1536640673875808,3.3478765378091038,-0.0075806148215234,-0.0173377384628758,0.0582329317269076,0.1526539416832201,0.0039385857936755,-0.0886509389631325,0.2923981794739185,0.0493403797830346,24.049922855783603,0.504084189962271,319.3006677312465,320.21032063445205,0.7224249816817311,2.903793989029265,0.0,0.0,0.27,0.3462954865095246,1.5374252,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,2629.0,25.5,103.2,0.0,3.0,0.02056,0.0017300000181421,11.9,0.0,3.0,50.0,5.3,11.9,24.4,0.0,0.0,0.0,0.0,318
1137r,141.98403193577627,4.536415708265602,5000.0,0.1022,,4.112609454197775,8.655824208400418,15.21192554612023,160.665921409825,161.54195998558058,19.3994573002249,24.05423545169429,8.964755519392227,10.81097935887284,0.4954342537806782,-1.852033625098437,-0.2241411415924257,-0.0939527626458113,0.3148773610591888,2.8403336078143635,0.0538156999855865,0.0326004448170921,0.0018796992481203,0.0,0.0327179386704697,0.0818490789015085,0.2130460602246981,0.2336430719881703,9.911425477885674,0.8323132647269079,319.89672896004834,319.5670917148305,0.4086107993261152,1.5482845899510265,0.0,0.0,0.27,0.3462954865095246,1.5318807,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1523.0,25.3,60.2,0.0,3.0,0.05242,0.0047800000756978,11.0,0.0,3.0,50.0,4.7,11.0,29.8,0.0,0.0,0.0,0.0,1137
655r,358.5167982510509,-0.9805154183687436,5000.0,0.0391,,7.361399259737658,16.10776867997359,26.057994195862733,481.7055894786326,481.5434073446772,33.62582910248516,40.31518397324003,16.20750096592686,20.97029065806122,0.476194040575657,-1.723135957994803,-0.4087062802600996,-0.0950837979913771,0.3559698462486267,2.7449030491959303,0.1450563574000791,0.0397176583678521,0.0074487895716946,0.0332193046910908,0.0763996426920014,0.182247221646097,0.1360022687005299,0.2477522722499995,19.26363304017195,0.5333485823861596,319.8836963539336,319.3665150832451,0.4120309161847734,1.4188454587862382,0.0,0.0,0.27,0.3462954865095246,1.318604,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,4836.0,18.7,258.2,0.0,3.0,0.0459,0.002379999961704,19.3,0.0,3.0,50.0,5.6,19.3,65.9,0.0,0.0,0.0,0.0,655
796r,163.32380957365766,7.194581567181572,5000.0,0.0462,,6.084080443756855,12.526206871066902,21.741313596230214,350.01708047748525,351.6887847916997,27.24376990328397,39.64226504312352,13.036722610199837,18.689358938632648,0.48976545726994,-1.81228057350937,-0.2797505490718035,-0.0940391970205619,0.3570311367511749,2.7654541633670213,0.0229405072794746,0.0098891543539955,0.0021893814997263,0.0,0.0118813705067051,0.0047738169539471,0.1578167853135915,0.2826936289538482,17.62013610600186,0.6798193797778707,320.0664505508238,320.1685757548342,0.6277892184066557,0.6756846653882692,0.0,0.0,0.27,0.3462954865095246,1.6887102,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,3242.0,30.7,105.5,0.0,3.0,0.04561,0.0036899999249726,12.4,0.0,3.0,50.0,4.8,12.4,44.3,0.0,0.0,0.0,0.0,796
1095r,52.43517683766464,-6.615873492554744,5000.0,0.1115,,16.802302103277746,22.62928595521173,29.383045861670773,138.36937694060322,137.3282555084885,37.0092656214533,54.20602619573033,22.626856355643763,29.65640136893611,0.6188162514207767,-0.9294466707189152,-0.252753012658947,0.1564350016766397,0.1914901435375213,1.2136401198723832,0.7275359038544018,0.1015447267786414,0.0014326647564469,0.0,0.0131285960946494,0.8542787290993918,0.4951196373140133,0.0327479687635483,27.581896830211605,0.01,337.899278239512,331.2068914691098,0.7874342951552012,0.3534707679122104,0.0,1.0,0.27,0.3462954865095246,1.4667556,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,1678.0,23.2,72.4,0.0,3.0,0.04068,0.0050200000405311,8.1,0.0,3.0,50.0,4.1,8.1,23.6,0.0,0.0,0.0,0.0,1095
