GAL,ra,dec,radvel,z,mag,r20,r50,r80,flux_c,flux_e,rpetro_c,rpetro_e,rhalf_c,rhalf_e,Gini,M20,F(G_M20),S(G_M20),SN_per_pixel,C,A,S,M,I,D,Ao,As,Ser_A,Ser_R,Ser_n,Ser_xc,Ser_yc,Ser_ellip,Ser_theta,flag_morph,flag_sersic,ima_sc_pix2arc,ima_sc_arc2kpc,psf_arcsec,size_image_phy_kpc,zp_ima,eta,petro_extent_cas,snr,area_min,debleding,area_min_deblend,skybox_x,skybox_y,sky_method,nsigma,npixels,dilate_size,mask_stars,fwhm,threshold,roundlo,roundhi,sharplo,aper_stars,aper_fact,aper_center,aper_ellip,aper_pa,dr,View,area_segmap_pix,area_psf_pix,ratio_segmap_psf,flag_area,flag_area_th,SN_gal,bck,ratio_SN_gal,flag_SN,flag_SN_th,perc_SN_flag,perc_20_SN_gal,perc_50_SN_gal,perc_80_SN_gal,flag_image,flag_bck,flag_object,flag_statmorph,index
933r,185.73559338207045,2.0636938132767084,5000.0,0.1241,,7.051434968947434,15.62165106678083,27.99109849290197,113.40564672969472,113.72155087842464,37.43808642074811,39.26200491564806,15.62351890768596,16.870003288182655,0.5134615475958868,-1.927161871336388,-0.0828421625642437,-0.08654856799583,0.1404141783714294,2.993712186904029,0.0750907235674924,0.006480676201203,0.0077836952068824,0.0429930277397789,0.0150215330503618,0.1011206774467015,0.2708474565758533,0.0527769294545489,13.402725552789674,0.8246956391315191,319.6365682641424,320.2339903592087,0.1161948110246687,0.9037968018451316,1.0,0.0,0.27,0.3462954865095246,1.7682463,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,3007.0,33.7,89.3,0.0,3.0,0.02029,0.003220000071451,6.3,0.0,3.0,50.0,3.9,6.3,12.9,0.0,0.0,0.0,0.0,933
774r,167.08189859175474,9.950585634451302,5000.0,0.0402,,8.580291590724086,20.67951024068471,39.27489798336286,556.8726023109318,551.0843811884811,49.619170286870514,66.42795861625108,21.16486844509858,34.07789421595153,0.5613297000812343,-1.5719380484402738,-0.0920649170287806,0.0102170143472238,0.3251991868019104,3.3030650928292027,0.196928360728398,0.1209743712380554,0.1217532467532467,0.6034342390048963,0.0210977069705541,0.2218050424566418,0.2547865181923497,0.2805181416961737,31.29814257240288,0.5215535464479256,321.68833796856427,319.83956634462834,0.7913777923101962,2.807403474709045,0.0,0.0,0.27,0.3462954865095246,1.2188203,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,4538.0,16.0,283.5,0.0,3.0,0.05465,0.0053099999204277,10.3,0.0,3.0,50.0,4.4,10.3,35.4,0.0,0.0,0.0,0.0,774
481r,119.90310885281023,28.86403212308949,5000.0,0.0456,,9.21176590158286,20.691008889554094,36.892601310978975,404.2988609040947,407.1759372321527,46.36353679485949,50.468394456948495,20.877328533132506,21.955640149914192,0.5340349767336012,-1.701497257188232,-0.1373892659372289,-0.034813491782899,0.198768675327301,3.0129819292773603,0.2727694534053497,0.0145340156767652,0.07793867120954,0.2035682486434089,0.1082559893279824,0.3506127438714675,0.3656739518856863,0.0981442984004769,19.22279954239094,0.7359725402262125,322.4394123829994,322.8933233400253,0.1818098892728474,0.8309868519583612,0.0,0.0,0.27,0.3462954865095246,1.6038426,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,6626.0,27.7,239.1,0.0,3.0,0.03174,0.0040699997916817,7.8,0.0,3.0,50.0,4.3,7.8,18.9,0.0,0.0,0.0,0.0,481
789r,174.17480500230576,1.273384605440361,5000.0,0.0761,,3.939894491336904,9.071273806206383,15.824073861797457,122.50440301114308,122.16671701668923,19.353494369851276,21.88606336546774,9.670398827108013,10.815055482226777,0.4937522083411639,-1.9251462860865036,-0.1818001924532915,-0.1057806475082717,0.2652454078197479,3.019168548220503,0.0303656713682952,0.019746822036057,0.0029411764705882,0.0,0.0113917425414574,0.0746101594126496,0.2174207147045997,0.1402043738243769,9.032918247248467,1.0753086761709594,319.9501015822369,319.7356058714912,0.2197882682838369,0.9778799480235768,0.0,0.0,0.27,0.3462954865095246,1.3758582,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2027.0,20.4,99.4,0.0,3.0,0.02322,0.0029299999587237,7.9,0.0,3.0,50.0,3.9,7.9,26.7,0.0,0.0,0.0,0.0,789
652r,229.7209953409032,4.062730042048602,5000.0,0.0793,,4.386030452477104,8.432334667643453,15.00110144928504,160.05862892226747,159.93852328616845,19.740244200158823,21.20656978321231,8.515752100404987,9.20514319876386,0.4985157103794602,-1.5793653514331392,-0.3978470450785067,-0.0530012305735407,0.3133874535560608,2.6702575271146585,0.3271232959533901,0.0401235639817697,0.0030864197530864,0.0,0.2091487602010067,0.4560189172343715,0.294161884476908,0.2351972235988654,7.921892135304817,0.7843831960470447,321.56936765940964,319.5365074291034,0.0968695007244592,2.876301664466995,0.0,0.0,0.27,0.3462954865095246,1.4033376,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1892.0,21.2,89.2,0.0,3.0,0.03724,0.0022599999792873,16.5,0.0,3.0,50.0,4.9,16.5,48.7,0.0,0.0,0.0,0.0,652
529r,130.86656759724906,27.409548068815464,5000.0,0.083,,5.9902887003022265,11.953940585401895,19.450966809116306,95.99758325152214,96.53960356579782,25.76321850506152,29.08384753768347,11.923614018582189,13.790944125334208,0.4605253594763087,-1.5902019076505962,-0.5783895485904087,-0.0921179592818873,0.1943210065364837,2.557467195915575,0.2370982799659147,0.03358778945279,0.014719411223551,0.0261382386122436,0.1317454708704274,0.2678855941235653,0.3585540000268004,0.0823612506918596,12.91835813339467,0.3559859699244373,316.5956375690755,321.03902813956927,0.2973970941627726,0.7167070270923539,1.0,0.0,0.27,0.3462954865095246,1.6602672,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1645.0,29.7,55.4,0.0,3.0,0.03882,0.0047100000083446,8.2,0.0,3.0,50.0,4.2,8.2,16.2,0.0,0.0,0.0,0.0,529
493r,53.44388669865844,-6.835385930664165,5000.0,0.053,,5.077770471364807,10.022624307878823,17.918593311439842,119.69205895654278,120.0642472621449,21.846283675789422,25.81159639732984,10.579587835833284,12.240738424683956,0.5487521742330722,-1.4898009592555583,-0.2112446727821906,0.0091823191542189,0.2484613209962844,2.7381542345461485,0.0524066796693756,0.0182960763352847,0.004359197907585,0.0013904244042452,0.1565664647739141,0.1721785757691242,0.2767262494141789,0.1117798157574584,12.0194659861469,0.7931026970247109,319.5996174356467,319.4407777984836,0.2337192283877916,0.7938493130095916,0.0,0.0,0.27,0.3462954865095246,1.242018,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1708.0,16.6,102.8,0.0,3.0,0.02964,0.0040400000289082,7.3,0.0,3.0,50.0,3.9,7.3,26.7,0.0,0.0,0.0,0.0,493
491r,118.13748734574128,29.128598004015288,5000.0,0.0633,,2.1879370206805486,4.087941792109583,6.913581973677528,99.12895032763024,99.78161330539518,8.623367252313036,10.06481228122619,4.496244288775466,5.280937604047027,0.4765464893759836,-1.6529394238787127,-0.4556078568409329,-0.0849775554369173,0.5438045859336853,2.498341499175912,0.0620776811933816,0.0746476878741313,0.0,0.0,0.0235206040380071,0.1445721961784726,0.4132336416372806,0.8348702801198816,2.964916124037337,1.60207303181713,319.80835066963834,319.9130002170843,0.1185736099403379,2.536378028130149,0.0,0.0,0.27,0.3462954865095246,1.4824288,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,790.0,23.7,33.4,0.0,3.0,0.03415,0.0041899997740983,8.1,0.0,3.0,50.0,4.3,8.1,32.6,0.0,0.0,0.0,0.0,491
722r,15.902450897014711,-0.8467507523188433,5000.0,0.0671,,2.526017740261192,5.671291104538526,11.562634211725031,138.55004520308188,138.45518896539917,14.200792260873197,14.736545217063432,6.719865929947866,6.969138297123913,0.5560470256604954,-1.947796890911324,0.142256022420999,-0.0472572124327836,0.3691432476043701,3.3031019525223067,0.0058411469776306,-0.0018673213240539,0.0,0.0,0.030491715663524,0.0028974357106309,0.2399221947856911,0.2720378688840638,5.696258319181514,2.053242654902544,319.6129887373143,319.94742241382994,0.0486104571580106,0.724506059361804,0.0,0.0,0.27,0.3462954865095246,1.1881196,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2225.0,15.2,146.3,0.0,3.0,0.01719,0.0023600000422447,7.3,0.0,3.0,50.0,3.9,7.3,23.9,0.0,0.0,0.0,0.0,722
511r,351.0912053551602,0.3033350604263042,5000.0,0.0799,,6.939023063663963,13.163359916457528,21.56297044295385,92.28520554262376,93.6181404172353,24.14908015029158,37.01754122167373,13.397517590666126,16.036729648205778,0.5559193740323768,-0.932653926906882,-0.5618699271932655,0.0937212844519964,0.1526658236980438,2.4620512830606787,0.256345721632586,0.0328840296282906,0.1033797216699801,0.1134662567339347,0.1489144805112122,0.4520368129408033,0.2971392587716435,0.0701563904369395,13.382177428001556,0.4094723849588791,320.725667694676,319.4443790191985,0.2865233872986674,1.9786516934272975,0.0,0.0,0.27,0.3462954865095246,1.22123,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2036.0,16.1,126.7,0.0,3.0,0.03094,0.0025500000920146,12.2,0.0,3.0,50.0,5.5,12.2,25.8,0.0,0.0,0.0,0.0,511
661r,134.6840634422616,29.712573339058387,5000.0,0.0561,,3.582999506760705,7.322430421167429,13.731924480653108,133.79421142623949,133.6683690524622,17.38845303535354,24.06579424743465,7.61408535650557,11.377357572315576,0.4881386623578198,-1.8111419879658035,-0.2885922236684903,-0.0954914605930051,0.3649938702583313,2.917423289786033,0.0358980737530845,0.0335674289974275,0.001937984496124,0.0,0.0216545555988083,0.0075249512708696,0.1855546619128877,0.3385414945844936,9.934535716603316,0.8484192345264209,320.20954256363984,319.66630746150247,0.6607228650646948,1.433152863796308,0.0,0.0,0.27,0.3462954865095246,1.5820035,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,1269.0,27.0,47.1,0.0,3.0,0.04301,0.0036899999249726,11.7,0.0,3.0,50.0,4.5,11.7,40.2,0.0,0.0,0.0,0.0,661
832r,332.4597204187408,-9.11870356369165,5000.0,0.0842,,4.402226592984965,8.913341835234835,15.86537763649986,143.5334832120122,143.08106394470104,20.39576887656149,26.676167091596543,9.0247155148673,12.91545141836579,0.4663788086913519,-1.732990053350432,-0.4504627900059583,-0.1061705968112717,0.3413364291191101,2.7838901046160625,0.0683405758116639,0.0163363832069508,0.0014144271570014,0.0,0.012338455739982,0.0858286989331551,0.2010105802575007,0.2731455326400595,12.120074390727574,0.5679613911561974,320.26182551857846,320.2106041039509,0.6473357156544775,0.5758413937864163,0.0,0.0,0.27,0.3462954865095246,1.4922007,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,1310.0,24.0,54.6,0.0,3.0,0.05599,0.0040600001811981,13.8,0.0,3.0,50.0,4.9,13.8,41.0,0.0,0.0,0.0,0.0,832
352r,168.65802698777927,7.993829559774164,5000.0,0.0699,,4.317453260044549,8.890255768967537,15.142221727493627,87.84983829740344,90.0213124977312,18.995938625014524,26.31827609861472,8.970501222768092,11.569148306620434,0.5533918954451078,-1.621067473524056,-0.0973103583945453,-0.0044704023291871,0.2404077649116516,2.724809782972417,0.3302763522366479,0.0308036500311571,0.0505050505050505,0.0790566685017261,0.1411214517714044,0.4982800100920451,0.2744151677333409,0.1382886312102021,10.901067477892758,0.5947457461578486,321.88562067813126,322.98902398238187,0.5211628044186088,0.7639766081435682,0.0,0.0,0.27,0.3462954865095246,1.2483685,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,1013.0,16.8,60.3,0.0,3.0,0.05029,0.0050499998033046,10.0,0.0,3.0,50.0,4.1,10.0,24.5,0.0,0.0,0.0,0.0,352
777r,26.50956893388834,-0.7635162115753225,5000.0,0.0599,,2.2556596850929496,4.429128236120452,7.956303543770623,128.29165062265884,128.2930026769656,10.0191263225282,11.848160613367238,4.675273800681079,5.609189777802335,0.4938458487314966,-1.759403183611545,-0.2961966425362909,-0.0826496522778231,0.5489962100982666,2.737188830632953,0.0221696810728556,0.0787477378092009,0.0,0.0,0.0017217976452339,0.0244938710498782,0.1813486478115235,0.7359927600600584,4.462379642285147,1.4969132951824482,319.99577519733697,320.0036456624137,0.4158269552653944,1.8011712210227928,0.0,0.0,0.27,0.3462954865095246,1.4637402,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1258.0,23.1,54.5,0.0,3.0,0.01658,0.0014199999859556,11.7,0.0,3.0,50.0,4.4,11.7,72.0,0.0,0.0,0.0,0.0,777
1197r,164.5354419887545,8.775227431537951,5000.0,0.0341,,4.899124431674935,10.935809449606692,19.887871578578288,378.896656585492,378.6652738316669,25.66279524221138,30.11633843121631,11.09321664026235,13.923883553107167,0.5232911708435082,-1.6102112337406302,-0.2538323193423775,-0.0327611023548745,0.4163488447666168,3.042349184058457,0.1174137334153132,0.0516322531458912,0.0108108108108108,0.0084214729849813,0.0966644997681186,0.1514160136071655,0.2440369954011161,0.3441574843541231,13.225291112244944,0.7371741643365337,319.7096974897884,320.9929838577558,0.4571609578941788,1.7556502945025476,0.0,0.0,0.27,0.3462954865095246,1.1571976,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2482.0,14.4,172.0,0.0,3.0,0.06262,0.0061900001019239,10.1,0.0,3.0,50.0,4.3,10.1,32.9,0.0,0.0,0.0,0.0,1197
340r,41.64353024757993,0.4289499223920833,5000.0,0.0281,,4.561894684481403,10.78855416421622,20.511439879451206,183.9101870075622,183.8122297281868,25.947555144348662,29.338717060119954,11.457840988765929,12.945547374015044,0.5301709750001994,-2.0004176255433914,0.0506357407525568,-0.080188784700334,0.2440893799066543,3.264254467202537,0.0201951338326286,0.006703027273902,0.00238379022646,0.0,0.0024690145876141,0.0150949813927412,0.2280597292619155,0.1332035779962749,11.308036154452664,1.179936075936097,319.96605988539835,320.0974985609392,0.2327898654099579,1.815017627080146,0.0,0.0,0.27,0.3462954865095246,1.1175443,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,3579.0,13.5,266.0,0.0,3.0,0.01968,0.0021200000774115,9.3,0.0,3.0,50.0,4.2,9.3,27.7,0.0,0.0,0.0,0.0,340
104r,162.96936076857068,0.5541304017673767,5000.0,0.0186,,12.712790594513711,32.31707794642826,57.80992268243181,234.59759419619635,231.55195502541648,79.47368112281663,88.83975208611291,31.729195733476107,39.41418046454259,0.5297008893716724,-1.815747693056288,-0.0796674463222144,-0.0549850488568684,0.1027582585811615,3.288807475968478,-0.1418778996985717,-0.0779707762756575,0.0930540242557883,0.0715304435506287,0.0899959334395275,-0.143010544352692,0.4699908426580024,0.0279784910557246,26.34028847524513,1.089717717708781,321.1234998451741,321.4819569062298,0.3641785504915876,1.4883438872059296,0.0,0.0,0.27,0.3462954865095246,1.2453681,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,8368.0,16.7,500.8,0.0,3.0,0.01436,0.0027099999133497,5.3,0.0,3.0,50.0,3.7,5.3,9.1,0.0,0.0,0.0,0.0,104
864r,1.6294799825381998,-9.817637365170778,5000.0,0.1117,,3.0705255111561267,6.562787354545084,12.45417257667092,82.83287850325172,84.48254863589364,15.179121310912835,28.31547162560085,7.251634903837743,11.655406244712118,0.5678248635604429,-1.940696098777716,0.1956354710771499,-0.034610142805264,0.2553877234458923,3.040510846960701,0.0449704163116956,0.0037221726061893,0.0092879256965944,0.0,0.0429791874428655,0.047191951695031,0.1720388038365038,0.225603933334256,9.135814445648856,1.208484563828364,319.7441815145607,320.3502643822444,0.6824162987861094,0.4576652060041659,0.0,0.0,0.27,0.3462954865095246,1.4726189,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,1121.0,23.4,48.0,0.0,3.0,0.03296,0.00395999988541,8.3,0.0,3.0,50.0,4.3,8.3,23.5,0.0,0.0,0.0,0.0,864
235r,202.78653246196768,-2.6216992184509857,5000.0,0.0208,,5.394408446374134,10.536164191981374,20.947020387767097,183.68861668457512,184.103000670863,25.997299512984647,28.820557465842487,11.668529350144436,13.298790065982814,0.564529135335381,-1.625718929196659,-0.0389575621565798,0.0059089128236915,0.2504104673862457,2.9458921436807457,0.0666772137005685,0.0258524046117366,0.0014503263234227,0.0,0.0964815965575197,0.0927230688069648,0.191236490710162,0.0943207398094621,13.37292133307439,1.2643205567467075,319.49928506901614,320.1679273125122,0.0873718556387614,0.4869249984887784,0.0,0.0,0.27,0.3462954865095246,1.198951,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,5850.0,15.5,377.7,0.0,3.0,0.00899,0.0010300000431016,8.7,0.0,3.0,50.0,4.3,8.7,30.7,0.0,0.0,0.0,0.0,235
720r,29.228504613082805,-0.6402759359044811,5000.0,0.0192,,4.735877766882653,12.487807153267177,27.570791273773484,1649.996751313319,1649.140756833974,33.1470168455711,36.32372191410194,16.405747487852015,17.6442821529266,0.5836589839323982,-2.192050938639766,0.448203270942729,-0.0538726863778532,0.5247316956520081,3.825243728513039,0.006894790864703,0.0078384331783469,0.0003378378378378,0.0,0.0025790923167788,0.0027580136370872,0.1137841735023814,0.4217254569918917,17.38145154626914,2.485893544377565,319.98765300029004,319.9991879403528,0.2409878763179936,2.534938785200196,0.0,0.0,0.27,0.3462954865095246,1.2613443,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,24524.0,17.1,1430.7,0.0,3.0,0.01938,0.0022899999748915,8.5,0.0,3.0,50.0,4.4,8.5,22.5,0.0,0.0,0.0,0.0,720
919r,172.66833994910186,-1.3794421484240411,5000.0,0.1213,,3.900614631641624,8.308141099376261,14.952602933616504,105.080357350789,104.30809323998923,18.85327702351636,22.9039331196329,8.596432917095465,11.372873154523516,0.477094137885822,-1.8694158112116463,-0.3028788602955101,-0.1145256012514551,0.293826550245285,2.917918776306712,-0.0472036963979531,-0.0038805191638178,0.0051546391752577,0.0,0.0093452260592517,-0.215492406168148,0.280701951348055,0.1865441166857009,9.824646992362316,0.7883476654547321,320.1351194716816,320.014687679063,0.5161741674666837,0.6751411215400943,0.0,0.0,0.27,0.3462954865095246,1.3413922,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,1267.0,19.4,65.4,0.0,3.0,0.03581,0.0041899997740983,8.5,0.0,3.0,50.0,3.9,8.5,27.9,0.0,0.0,0.0,0.0,919
1133r,140.7534257471793,6.956430997295783,5000.0,0.1337,,5.473660932330104,11.092549687347994,17.762499869941117,120.92354152266536,120.949546104885,23.14448893338192,25.063696943296325,11.108776644442951,12.09951171419628,0.4427754466762215,-1.825229023809169,-0.5033778254529491,-0.1423591421000152,0.2404217720031738,2.556130981791373,0.0262920256745266,-0.0009684768144354,0.0054495912806539,0.0,0.0095620751710901,0.0165572772841594,0.1363945484026103,0.1146645904619304,11.245358099692163,0.4817100979383574,319.73872109496693,319.94080758240904,0.1450330892154964,0.160755328207192,0.0,0.0,0.27,0.3462954865095246,1.2411555,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1768.0,16.6,106.5,0.0,3.0,0.04306,0.0046199997887015,9.3,0.0,3.0,50.0,4.3,9.3,22.2,0.0,0.0,0.0,0.0,1133
1175r,6.280875416035308,0.3125584863639118,5000.0,0.0109,,5.700378885583227,13.805986287654507,28.65624374841951,143.90804231354517,144.14931659166672,36.43131114618148,42.960464540626205,14.154044893149214,17.194635443674635,0.5788260103102414,-1.902851944041114,0.2238651482561868,-0.0184586700145759,0.1523970514535904,3.506577699182736,0.1176938429672114,-0.0051978377065834,0.0092005076142131,0.0108973849710173,0.1005441775310748,-0.0510056421500974,0.2242662277323648,0.0670770013923522,14.124866396867306,1.2260851490106823,320.8014898842458,318.79350003208845,0.2974585654510749,1.485117381936656,1.0,0.0,0.27,0.3462954865095246,1.244425,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,4168.0,16.7,249.8,0.0,3.0,0.0135,0.002210000064224,6.1,0.0,3.0,50.0,3.7,6.1,16.9,0.0,0.0,0.0,0.0,1175
1012r,213.1090388574341,0.2079832683650267,5000.0,0.1383,,2.439540450468904,5.231160956771338,10.386107470597407,107.2122921152069,107.97507042839288,12.726845001724314,17.953910606084236,6.260707121241787,8.786429063377033,0.5372996549534274,-1.9077218348043263,0.0216845235388634,-0.0602466766339083,0.3904293477535248,3.1457239426721,0.0594362782677833,0.0022139940360337,0.0,0.0,0.0349387218351748,0.3364635724255236,0.4939582968068307,0.3673836153836705,6.90933881971865,1.6171975945654151,319.8993148749533,320.1006315337262,0.6043267690325637,2.190504606645732,0.0,0.0,0.27,0.3462954865095246,1.3021474,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,1380.0,18.3,75.5,0.0,3.0,0.02093,0.0020399999339133,10.2,0.0,3.0,50.0,4.6,10.2,39.3,0.0,0.0,0.0,0.0,1012
1018r,346.6773814467144,0.3614053707048331,5000.0,0.1063,,2.1323194108948127,4.447931713905503,8.870584851449832,96.74626582130216,103.7378519554859,10.9303812193199,16.488152050211852,5.521854378456648,8.200737347220798,0.5549513623044722,-1.8585007353444087,0.0749502530008126,-0.0359297535314453,0.41848224401474,3.095499970472625,0.0343278643913661,0.0655357799123299,0.0,0.0,0.0140371746172409,0.2984727992965747,0.3758867188312715,0.4860950264593988,5.5713511516665255,1.515580273705666,319.99843050616187,319.9984360643192,0.6055270128579254,0.1826069501725392,1.0,0.0,0.27,0.3462954865095246,1.1902504,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,1234.0,15.3,80.8,0.0,3.0,0.02173,0.0021399999968707,10.2,0.0,3.0,50.0,4.6,10.2,43.1,0.0,0.0,0.0,0.0,1018
786r,156.91143966461115,5.924023261742352,5000.0,0.0558,,2.9615915830342234,6.935166001838697,15.173445958678911,182.2202595302249,182.11003665151785,19.26929724005096,20.299537335085507,7.311023657313297,7.705771124267154,0.5895543272765403,-2.059824084963232,0.3857520108983943,-0.0296567638061143,0.3097501397132873,3.54779527557542,0.0421097922295104,0.0351502957006333,0.0069060773480662,0.0057502670737709,0.0077099825532346,0.0766302660516154,0.1926441960667551,0.3213327161069538,6.06694665584738,1.7046231266302838,319.9996470794339,319.99878323153416,0.1098906790525789,1.6115517962818604,0.0,0.0,0.27,0.3462954865095246,1.4029623,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2221.0,21.2,104.7,0.0,3.0,0.02865,0.0035399999469518,8.1,0.0,3.0,50.0,4.2,8.1,20.9,0.0,0.0,0.0,0.0,786
845r,224.17454838909316,3.741780009113768,5000.0,0.0823,,2.9909784917541464,6.634107243743387,13.072454885982578,137.94575122919727,137.06270575019892,15.92836737910435,17.810716509242447,7.224026275301043,8.565178398760818,0.5383825835000654,-1.920505203722252,0.0359038945048437,-0.0609514656523282,0.3569597899913788,3.2027193085401864,0.0284384234112538,-0.0011649069153589,0.0018181818181818,0.0,0.0138802184497972,0.0425475845304826,0.1871519727497171,0.2741998259574862,7.411404657682287,1.530241872168176,320.1518610104673,319.9412281845596,0.404991913714367,1.715449136940389,0.0,0.0,0.27,0.3462954865095246,1.4012777,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2261.0,21.2,106.9,0.0,3.0,0.01845,0.0020999999251216,8.8,0.0,3.0,50.0,4.4,8.8,26.0,0.0,0.0,0.0,0.0,845
